ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0014706	striated muscle tissue development	51/1322	389/18866	1.1189249469517434e-5	0.0034044763780673834	0.003010249053959926	2006/1301/7422/8531/56999/858/4015/3479/7168/5728/2022/905/10211/23135/688/3670/205428/1310/9759/2353/4637/998/3688/1525/65009/3720/5915/7490/4763/8320/3156/7832/148/196528/4654/1073/6443/6840/7042/56261/11214/50937/387/7026/93986/5159/129446/9750/5530/2660/7504	51
BP	GO:0001101	response to acid chemical	24/1322	132/18866	1.4080707531784956e-5	0.004070028512062442	0.0035987324091761976	1281/1277/1282/1290/1278/7422/1788/1386/56034/5602/1373/143686/22849/1307/55004/6506/10891/493/387/9804/53335/2534/599/538	24
BP	GO:0060538	skeletal muscle organ development	28/1322	168/18866	1.5589454493345258e-5	0.004106149042008071	0.0036306702988904123	2006/8531/858/905/10211/688/1310/9759/2353/4637/7490/4763/8320/3156/7832/4654/1073/6840/56261/50937/1605/387/7026/93986/9750/5530/2660/7504	28
BP	GO:0007618	mating	12/1322	41/18866	1.562623748904646e-5	0.004106149042008071	0.0036306702988904123	5728/7068/92/9759/1268/100/55585/7067/5021/1816/1812/1910	12
BP	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	11/1322	36/18866	2.2490860188344385e-5	0.0055097162947664894	0.004871709015447351	9924/9125/23318/154197/23034/22849/7832/5436/9337/7538/57472	11
BP	GO:0016358	dendrite development	36/1322	247/18866	2.287375732129316e-5	0.0055097162947664894	0.004871709015447351	23426/5728/4135/5789/3397/6993/26039/26052/22849/10006/998/3688/221935/23043/10152/23543/473/2932/7804/10097/23271/57118/66008/7074/387/5048/53335/8577/2534/4133/5592/54413/5530/8976/84079/3196	36
BP	GO:0031589	cell-substrate adhesion	47/1322	359/18866	2.5319195440583675e-5	0.0058548107536805696	0.005176842655135762	1281/1277/9480/50509/7422/56999/10979/3987/340533/5728/1295/1946/1021/5295/9448/3915/3397/8455/54822/1307/998/3688/158326/4763/4811/10630/2932/5796/342184/8322/7074/1605/387/4739/55920/5795/5291/2013/9748/6376/4680/4887/25/22795/3232/9475/22801	47
BP	GO:0038065	collagen-activated signaling pathway	7/1322	15/18866	3.1846389251190586e-5	0.006891833181702902	0.006093781248982473	1277/1282/1287/1284/1285/1288/22801	7
BP	GO:0006979	response to oxidative stress	56/1322	458/18866	3.2808872196528415e-5	0.006891833181702902	0.006093781248982473	1277/7837/2074/133522/7168/240/7128/2882/55294/4170/23135/761/94241/5978/8575/143686/23411/578/8455/2353/2309/8013/9314/2113/890/488/51527/84919/10202/55074/3329/6421/55512/10645/100/10891/5796/56616/4193/9555/4137/59338/5071/2534/5601/5159/538/3747/4929/25/57679/1965/9529/10105/1017/405	56
BP	GO:0032963	collagen metabolic process	21/1322	113/18866	3.3879992304494086e-5	0.006891833181702902	0.006093781248982473	1277/9509/1278/1306/1289/4325/2022/64175/3397/1310/9508/3688/28984/871/55512/63894/4317/5159/5906/10893/64115	21
BP	GO:0010721	negative regulation of cell development	45/1322	343/18866	3.5452014619255675e-5	0.006891833181702902	0.006093781248982473	1281/5376/7422/2200/23251/3479/340533/11075/5728/1946/55294/430/7068/3397/6993/5978/3670/26052/23405/6496/23500/2309/5744/359845/4763/84376/2487/2932/4193/1620/66008/387/55920/1656/5048/53335/6376/4133/5793/54413/5530/9529/2288/1910/3196	45
BP	GO:1902893	regulation of pri-miRNA transcription by RNA polymerase II	13/1322	51/18866	3.576457281630982e-5	0.006891833181702902	0.006093781248982473	6688/688/9759/2353/4775/2309/9314/2113/7490/5155/6720/7042/4781	13
BP	GO:0007409	axonogenesis	58/1322	482/18866	3.789185886124072e-5	0.007004382257322747	0.006193297506634121	6091/7422/6498/3908/56896/5818/5728/4135/1946/5295/10211/9890/3670/84570/5361/133418/8013/494470/3688/65059/6709/2549/658/347733/57611/2932/203228/284656/4692/64919/6683/66008/7074/1605/387/4137/6477/5291/57698/5048/3798/8577/2534/288/4781/4133/4853/54413/57731/4929/25/57679/134430/114798/7504/84189/1808/9331	58
BP	GO:0007519	skeletal muscle tissue development	26/1322	158/18866	3.87718789542169e-5	0.007004382257322747	0.006193297506634121	2006/8531/858/905/10211/688/1310/9759/2353/4637/4763/8320/3156/7832/4654/1073/6840/56261/50937/387/7026/93986/9750/5530/2660/7504	26
BP	GO:0048008	platelet-derived growth factor receptor signaling pathway	14/1322	59/18866	4.3062110916733875e-5	0.007543698885140562	0.00667016301791578	7422/4015/5728/56034/1464/8013/65009/5155/55512/5154/5795/59338/5159/25	14
BP	GO:0010810	regulation of cell-substrate adhesion	32/1322	217/18866	5.060957825201508e-5	0.008605116819849976	0.007608672197888088	1277/9480/7422/3987/340533/5728/1295/1946/1021/5295/9448/1307/998/4763/4811/10630/2932/342184/8322/1605/387/4739/55920/5795/5291/2013/9748/6376/4680/4887/25/9475	32
BP	GO:0061614	pri-miRNA transcription by RNA polymerase II	13/1322	53/18866	5.54068353554556e-5	0.009151626148282539	0.008091897518378719	6688/688/9759/2353/4775/2309/9314/2113/7490/5155/6720/7042/4781	13
BP	GO:0071229	cellular response to acid chemical	16/1322	76/18866	6.0519610559145886e-5	0.009718440795622844	0.00859307686769627	1281/1277/1282/1290/1278/7422/1788/56034/143686/22849/1307/55004/53335/2534/599/538	16
BP	GO:0031346	positive regulation of cell projection organization	49/1322	394/18866	6.5276819137504e-5	0.010199061930646234	0.009018043633903825	6091/23426/7422/89795/6498/11075/4135/1946/64175/5789/6993/26039/5168/26052/9759/5361/22849/9662/998/65009/1268/5064/347733/57611/163404/411/7804/4919/10097/57118/8322/7074/387/4137/57698/5048/5071/2534/6376/9750/5906/538/257194/2660/114798/5898/55714/8976/84079	49
BP	GO:0071230	cellular response to amino acid stimulus	15/1322	69/18866	6.914235595150994e-5	0.010518735783044181	0.009300700290873468	1281/1277/1282/1290/1278/1788/56034/143686/22849/1307/55004/53335/2534/599/538	15
BP	GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	6/1322	12/18866	7.485616561191415e-5	0.011095987010319889	0.009811107698014982	1277/1282/1287/1284/1285/1288	6
BP	GO:0061448	connective tissue development	36/1322	262/18866	8.065063806879423e-5	0.011421810574881092	0.010099201950422451	1277/1280/1301/1289/1386/4015/4040/57561/11173/139285/23411/5744/22856/583/359845/80856/658/5915/7490/6781/4017/2487/5155/4054/871/55512/85301/2202/10891/7067/5159/4781/3952/538/3232/649	36
BP	GO:0001954	positive regulation of cell-matrix adhesion	13/1322	55/18866	8.380987303170851e-5	0.011421810574881092	0.010099201950422451	7422/3987/1021/9448/1307/2932/342184/1605/5795/2013/6376/4680/25	13
BP	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	16/1322	78/18866	8.416308666509811e-5	0.011421810574881092	0.010099201950422451	9924/677/9125/23318/154197/23034/22849/7832/340719/167227/5436/1656/9337/80153/7538/57472	16
BP	GO:0043968	histone H2A acetylation	7/1322	17/18866	8.495724869743762e-5	0.011421810574881092	0.010099201950422451	54556/9643/10933/79829/10943/80314/64769	7
BP	GO:0046578	regulation of Ras protein signal transduction	29/1322	194/18866	8.734872491279509e-5	0.01147643133456519	0.01014749780326634	1281/6091/3479/9448/10211/6993/8859/10982/3688/4763/148/50848/9754/10252/10260/10564/7042/9649/11214/56882/286205/5159/4853/55379/9750/25/57679/7126/81848	29
BP	GO:0097305	response to alcohol	33/1322	234/18866	9.487540539521623e-5	0.012188327079772111	0.010776958329805148	1788/9076/6678/5728/4040/1946/9869/196/6688/761/808/94241/841/578/329/2353/2309/9314/490/1268/3156/10213/7804/10097/1605/387/2534/54331/3952/3157/3747/2660/57476	33
BP	GO:0000302	response to reactive oxygen species	33/1322	235/18866	1.0311500129083139e-4	0.012958865705702094	0.011458271081653943	1277/2074/133522/7168/7128/23135/143686/23411/578/2353/2309/8013/9314/2113/890/84919/3329/55512/10645/100/10891/5796/4193/4137/59338/2534/5601/5159/538/3747/25/10105/1017	33
BP	GO:0034063	stress granule assembly	8/1322	23/18866	1.0771093302752901e-4	0.013012201908184869	0.011505431124854693	1654/9908/23215/203228/4137/1656/26065/1965	8
BP	GO:0070076	histone lysine demethylation	9/1322	29/18866	1.099445567866278e-4	0.013012201908184869	0.011505431124854693	23135/3720/23030/10765/221037/5927/51780/8284/8242	9
BP	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	26/1322	168/18866	1.1147408543157812e-4	0.013012201908184869	0.011505431124854693	6091/56147/56142/83872/5818/56141/56143/56145/56144/56146/56138/56134/56137/9752/56136/56135/56140/56139/133418/3688/221935/27253/1824/4680/65217/55714	26
BP	GO:0070988	demethylation	15/1322	72/18866	1.1557880128422968e-4	0.013012201908184869	0.011505431124854693	80312/200424/54790/6996/23135/54726/3720/23030/57379/10765/221037/5927/51780/8284/8242	15
BP	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	37/1322	277/18866	1.171876293856381e-4	0.013012201908184869	0.011505431124854693	6091/56147/56142/83872/9076/5818/56141/56143/56145/56144/56146/56138/56134/1946/56137/9752/56136/56135/56140/5789/56139/421/3556/133418/9314/3688/1525/221935/27253/1824/7042/6376/4680/10893/65217/114798/55714	37
BP	GO:0061458	reproductive system development	53/1322	447/18866	1.1828708097317001e-4	0.013012201908184869	0.011505431124854693	7422/7942/8531/10116/677/5728/4678/675/4040/51742/7022/430/92/3206/841/23411/578/329/9468/131118/22846/2309/3976/5324/8728/5806/658/7490/8320/6781/144455/79805/5155/100/8894/6599/10765/55585/7042/8322/7026/5927/59338/5159/8031/4853/599/7855/6692/3952/3157/2288/405	53
BP	GO:0043200	response to amino acid	20/1322	114/18866	1.1929539891606955e-4	0.013012201908184869	0.011505431124854693	1281/1277/1282/1290/1278/1788/56034/1373/143686/22849/1307/55004/6506/10891/387/9804/53335/2534/599/538	20
BP	GO:0007517	muscle organ development	49/1322	407/18866	1.457854307868507e-4	0.0152121034701872	0.013450591220100155	1281/2006/1301/8531/858/1293/3908/4015/3479/7168/5728/2022/1839/905/10211/688/3670/1310/23411/9759/2353/4637/3976/1525/3720/51111/7490/4763/8320/3156/7832/4654/1073/6443/6840/7042/56261/50937/6717/1605/387/7026/93986/129446/9750/5530/2660/7504/22801	49
BP	GO:0016577	histone demethylation	9/1322	30/18866	1.4735820694178917e-4	0.0152121034701872	0.013450591220100155	23135/3720/23030/10765/221037/5927/51780/8284/8242	9
BP	GO:0019098	reproductive behavior	9/1322	30/18866	1.4735820694178917e-4	0.0152121034701872	0.013450591220100155	5728/7068/9759/55585/1620/7067/5021/1816/1812	9
BP	GO:0072659	protein localization to plasma membrane	37/1322	281/18866	1.5744297995336128e-4	0.015756087649485006	0.01393158379553696	23426/285172/7132/4040/81619/57512/5295/10211/25921/3458/10484/115548/9919/583/3688/376267/5064/208/80333/9495/23043/51125/50848/783/30846/481/493/11031/10434/55800/2013/288/131578/5906/201475/57731/9475	37
BP	GO:0150116	regulation of cell-substrate junction organization	14/1322	66/18866	1.580787205795071e-4	0.015756087649485006	0.01393158379553696	7422/3987/5728/1946/9448/10982/1307/342184/387/55920/5795/9748/25/9475	14
BP	GO:0048608	reproductive structure development	52/1322	443/18866	1.7573987954990535e-4	0.017219529553864455	0.015225563873226412	7422/7942/8531/10116/677/5728/4678/675/4040/51742/7022/430/92/3206/841/23411/578/329/9468/131118/22846/2309/3976/5324/8728/5806/658/7490/8320/6781/144455/79805/5155/100/8894/6599/10765/7042/8322/7026/5927/59338/5159/8031/4853/599/7855/6692/3952/3157/2288/405	52
BP	GO:0045666	positive regulation of neuron differentiation	46/1322	380/18866	2.0260570854871586e-4	0.01952106001866877	0.017260584573904638	6091/23426/7422/1789/6498/11075/5728/4135/1946/64175/5789/6993/26039/5978/5361/22849/65009/1268/5915/347733/57611/163404/411/55906/7804/4919/10097/57118/1620/50937/8322/7074/387/4137/57698/5048/5071/2534/6376/6925/5906/257194/114798/3232/55714/84079	46
BP	GO:0030522	intracellular receptor signaling pathway	35/1322	265/18866	2.2049801801501362e-4	0.02078613050010471	0.01837916399612314	133522/9125/7128/196/7068/90268/3670/6095/841/23411/329/8013/79671/5915/57178/23543/10626/9958/6720/7067/387/7026/26065/9611/8284/8031/9612/3952/57678/63906/4929/29966/2288/405/8780	35
BP	GO:0070997	neuron death	44/1322	360/18866	2.2292684501063693e-4	0.02078613050010471	0.01837916399612314	1386/7965/4605/4835/4908/55294/4170/7068/23368/5978/3670/3458/841/23411/9759/2353/23621/2309/8013/998/4763/7832/208/55074/3329/2932/10891/56616/7042/22800/2213/387/4137/6477/5071/2534/6376/91304/2914/4929/25/1965/2019/9529	44
BP	GO:0043502	regulation of muscle adaptation	18/1322	102/18866	2.376504979287816e-4	0.0218072623575601	0.01928205209594258	7132/3479/84676/90523/9759/2309/8013/9314/9110/488/3720/148/10891/493/1605/5530/818/9475	18
BP	GO:1990778	protein localization to cell periphery	42/1322	340/18866	2.4398035159449896e-4	0.022038287696371853	0.01948632544971854	23426/285172/7132/4040/81619/57512/5295/10211/5602/25921/3458/1740/10484/115548/9919/583/3688/376267/5064/208/80333/9495/23043/51125/50848/783/30846/481/493/1605/11031/10434/55800/2013/288/131578/51248/53616/5906/201475/57731/9475	42
BP	GO:0006482	protein demethylation	9/1322	32/18866	2.5433189326803826e-4	0.022277161742159535	0.019697538655655402	23135/3720/23030/10765/221037/5927/51780/8284/8242	9
BP	GO:0008214	protein dealkylation	9/1322	32/18866	2.5433189326803826e-4	0.022277161742159535	0.019697538655655402	23135/3720/23030/10765/221037/5927/51780/8284/8242	9
BP	GO:0010769	regulation of cell morphogenesis involved in differentiation	39/1322	310/18866	2.7599823177211995e-4	0.02312867183800492	0.020450446643788072	6091/7422/6498/3987/5728/4135/1946/5789/3397/26039/26052/5361/998/347733/57611/23043/10152/10630/2932/7804/10097/66008/7074/387/4739/4137/55920/57698/5048/4133/54413/5530/25/134430/114798/7504/1808/84079/3196	39
BP	GO:0009791	post-embryonic development	16/1322	86/18866	2.7845923468993166e-4	0.02312867183800492	0.020450446643788072	3658/7422/2200/578/9314/4237/6335/10765/2202/4692/64919/59338/93986/7855/4929/25	16
BP	GO:0006346	DNA methylation-dependent heterochromatin assembly	7/1322	20/18866	2.8099096777940485e-4	0.02312867183800492	0.020450446643788072	80312/1788/9869/83852/23411/57379/23272	7
BP	GO:0001672	regulation of chromatin assembly or disassembly	8/1322	26/18866	2.8405737770253407e-4	0.02312867183800492	0.020450446643788072	80312/9869/9874/83852/79829/57379/144108/23272	8
BP	GO:0036315	cellular response to sterol	8/1322	26/18866	2.8405737770253407e-4	0.02312867183800492	0.020450446643788072	4040/6095/3638/51141/7804/1605/3157/57476	8
BP	GO:0010976	positive regulation of neuron projection development	37/1322	290/18866	2.967211307931359e-4	0.02382423412659887	0.02106546507502146	6091/23426/7422/6498/11075/4135/1946/64175/5789/6993/26039/5361/22849/65009/1268/347733/57611/163404/411/7804/4919/10097/57118/8322/7074/387/4137/57698/5048/5071/2534/6376/5906/257194/114798/55714/84079	37
BP	GO:0045471	response to ethanol	20/1322	122/18866	3.0675954149144357e-4	0.023854809746347228	0.021092500137157504	1788/9076/6678/5728/9869/6688/761/94241/841/578/329/1268/3156/10213/10097/387/2534/3952/3747/2660	20
BP	GO:1901653	cellular response to peptide	47/1322	398/18866	3.076964192416424e-4	0.023854809746347228	0.021092500137157504	858/677/528/2200/3479/5728/5295/3397/4023/688/1373/143686/23411/3638/8850/23621/2309/8013/9314/773/890/490/376267/2549/208/781/51141/55512/2932/760/6599/6198/6720/4193/2213/11031/2534/54741/523/599/55777/3952/201475/8462/4929/2660/9475	47
BP	GO:0034770	histone H4-K20 methylation	5/1322	10/18866	3.1360760088607325e-4	0.023854809746347228	0.021092500137157504	84787/64324/51742/51111/387893	5
BP	GO:0043084	penile erection	5/1322	10/18866	3.1360760088607325e-4	0.023854809746347228	0.021092500137157504	92/1268/100/5021/1910	5
BP	GO:0051056	regulation of small GTPase mediated signal transduction	40/1322	323/18866	3.219390343885512e-4	0.02405713665007418	0.021271398241564512	1281/6091/3479/9448/10211/6993/8859/154796/51571/9886/10982/10928/998/3688/4763/51306/121512/148/50848/9754/10252/10260/10564/7042/9649/11214/50937/7074/387/56882/286205/158763/5159/4853/55379/9750/25/57679/7126/81848	40
BP	GO:0007611	learning or memory	34/1322	260/18866	3.245903232495738e-4	0.02405713665007418	0.021271398241564512	54207/6446/5728/51247/4835/4908/5896/2353/22849/6310/3688/65009/1268/4763/3156/7832/2764/10097/1620/7067/85461/4137/5048/93986/5071/2534/5021/57144/54413/1816/1812/41/2019/2760	34
BP	GO:0018022	peptidyl-lysine methylation	21/1322	132/18866	3.348974541792397e-4	0.024253090559788106	0.021444661323998044	200424/6018/84444/84787/54790/1789/64324/79091/9869/51742/79609/22823/83852/23411/3720/51111/55209/23512/9555/196483/387893	21
BP	GO:1902895	positive regulation of pri-miRNA transcription by RNA polymerase II	10/1322	40/18866	3.356248477396728e-4	0.024253090559788106	0.021444661323998044	6688/688/2353/2309/9314/2113/7490/5155/6720/7042	10
BP	GO:0051893	regulation of focal adhesion assembly	13/1322	63/18866	3.5812798578631485e-4	0.025248022997935198	0.022324383812302246	7422/3987/5728/1946/9448/1307/342184/387/55920/5795/9748/25/9475	13
BP	GO:0090109	regulation of cell-substrate junction assembly	13/1322	63/18866	3.5812798578631485e-4	0.025248022997935198	0.022324383812302246	7422/3987/5728/1946/9448/1307/342184/387/55920/5795/9748/25/9475	13
BP	GO:0050796	regulation of insulin secretion	26/1322	181/18866	3.7548583734750926e-4	0.02615281476754158	0.023124403629163032	240/1946/9324/5978/3670/3458/773/6566/51092/1268/3156/5127/6720/7447/6717/7074/775/5071/6804/11069/3952/5906/3747/5530/143425/1803	26
BP	GO:0042220	response to cocaine	11/1322	48/18866	3.8856589776774735e-4	0.02674166017851604	0.023645062651130092	1788/1789/890/1268/221935/3329/4193/7074/5021/1816/1812	11
BP	GO:0010847	regulation of chromatin assembly	7/1322	21/18866	3.9612421898279807e-4	0.02694110717575948	0.02382141433288505	80312/9869/83852/79829/57379/144108/23272	7
BP	GO:0043500	muscle adaptation	20/1322	125/18866	4.2556473281004227e-4	0.0286068572136611	0.025294275918305572	7132/3479/84676/90523/9759/2309/8013/9314/9110/488/3720/148/4654/10891/493/1605/5530/2660/818/9475	20
BP	GO:0010639	negative regulation of organelle organization	48/1322	416/18866	4.5317994070283546e-4	0.030113025714978068	0.026626034991566475	54454/80312/89795/1789/3479/11075/51256/22919/84072/23256/6688/22823/51571/23411/3638/8850/80169/3976/6709/3720/28984/7756/114088/50848/2764/57379/4591/54984/167227/23271/7013/6840/10891/9555/5927/4137/5071/54908/4133/599/57731/2314/22974/100505385/78990/10105/2288/84079	48
BP	GO:0044331	cell-cell adhesion mediated by cadherin	8/1322	28/18866	4.983342982296613e-4	0.03273716565983718	0.028946308040708555	7422/340533/10211/8728/201627/28984/1500/10893	8
BP	GO:0050774	negative regulation of dendrite morphogenesis	6/1322	16/18866	5.082158533442849e-4	0.03275776004194821	0.028964517660157243	5728/3397/26052/54413/5530/3196	6
BP	GO:0090257	regulation of muscle system process	33/1322	256/18866	5.10767063488641e-4	0.03275776004194821	0.028964517660157243	3778/7132/3479/7168/84676/90523/808/9759/2309/8013/9314/9110/490/488/3720/6781/148/100/481/10891/493/1824/6717/1605/387/775/5021/5592/4887/5530/2660/818/9475	33
BP	GO:0021954	central nervous system neuron development	15/1322	82/18866	5.156471482126427e-4	0.03275776004194821	0.028964517660157243	6091/5728/7832/57178/340719/4137/5048/4781/4133/3952/538/57731/4929/1812/9331	15
BP	GO:1901214	regulation of neuron death	39/1322	321/18866	5.554878467441109e-4	0.03435612221410567	0.030377794676152755	1386/7965/4605/4835/4908/55294/4170/23368/5978/3670/3458/841/23411/9759/2353/23621/2309/8013/998/4763/7832/55074/3329/2932/10891/7042/22800/2213/387/4137/5071/2534/6376/91304/2914/4929/25/1965/2019	39
BP	GO:0030534	adult behavior	21/1322	137/18866	5.582992394193259e-4	0.03435612221410567	0.030377794676152755	5728/2257/8013/583/7545/221935/4097/55074/27253/6506/5048/5071/53616/3952/54413/57731/4929/114798/1812/2019/84189	21
