ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0007269	neurotransmitter secretion	71/4942	175/18866	2.2232921501174693e-5	0.0018427671475012102	0.0014830948850243794	22871/4208/28964/107/23208/1268/55327/41/6572/5579/9515/148/112755/774/5538/5908/6536/60482/4763/9378/55784/112476/8867/116443/135/5030/5663/9900/5217/339302/27445/2572/5906/8500/6844/2932/84062/3749/5071/8448/9783/6571/6843/55607/5864/2332/9162/8499/808/2901/55288/6857/93664/488/26059/9381/8573/1137/1138/22895/8938/8618/6853/26258/6622/9751/23413/783/25953/776/127833	71
BP	GO:0099643	signal release from synapse	71/4942	175/18866	2.2232921501174693e-5	0.0018427671475012102	0.0014830948850243794	22871/4208/28964/107/23208/1268/55327/41/6572/5579/9515/148/112755/774/5538/5908/6536/60482/4763/9378/55784/112476/8867/116443/135/5030/5663/9900/5217/339302/27445/2572/5906/8500/6844/2932/84062/3749/5071/8448/9783/6571/6843/55607/5864/2332/9162/8499/808/2901/55288/6857/93664/488/26059/9381/8573/1137/1138/22895/8938/8618/6853/26258/6622/9751/23413/783/25953/776/127833	71
BP	GO:0010769	regulation of cell morphogenesis involved in differentiation	114/4942	310/18866	2.3492800982114783e-5	0.0019013408586456182	0.0015302361483755104	57688/57643/10507/22871/9839/9175/80031/6498/9798/57698/4131/10505/2043/5879/6092/55604/23316/54910/4038/4915/6383/1946/5048/80128/387/91663/1808/55079/57556/7143/811/4168/65249/1954/26052/659/65078/140578/6239/8831/26037/2316/3706/4135/5034/1630/10509/22902/6387/5458/2045/5362/2011/7101/8482/4897/4133/22906/1398/23077/64689/91584/1826/5663/11078/84079/2803/5454/4739/65981/2932/27185/5062/8153/23363/5058/10494/55607/23394/6845/2243/7474/1942/9693/1123/7074/8499/23327/5530/2902/9912/158866/7504/10154/57463/3397/9723/23237/54915/29904/7224/134430/6049/81565/8766/54437/10630/9037/5591/1949/5063/23129/2017/26259	114
BP	GO:0044262	cellular carbohydrate metabolic process	109/4942	294/18866	2.3527806448824356e-5	0.0019013408586456182	0.0015302361483755104	4204/5167/8509/57001/9334/9348/3643/27235/6095/7874/414328/10776/5724/3479/5771/1353/950/5255/5465/3098/5500/283871/54928/6774/178/5501/5499/3706/51547/5502/4779/8867/3572/3487/2712/3953/2720/64768/2710/4656/5208/3340/9653/5745/83667/1407/3906/51094/90007/9852/283209/10447/729020/3667/32/9370/3952/2932/23411/2998/5071/5261/51763/6120/10891/53632/60343/8706/2132/10499/80183/10269/93010/11091/863/27124/10331/5836/256356/4952/2548/2584/7360/5504/84912/3417/3038/8660/2185/5236/57026/8604/5341/2632/3099/2203/2992/57486/6622/55347/51744/9942/9611/10690/55577/10317/85414/26007/3481	109
BP	GO:0007015	actin filament organization	152/4942	434/18866	2.4473809701415858e-5	0.0019390057339641153	0.001560549573490393	7481/51571/5999/85464/57698/9050/5879/55604/390/10391/10163/5629/387/81553/91663/201191/56907/7171/9948/50507/8976/2764/7170/829/89848/286527/7456/27289/2316/23647/22902/253260/7046/1073/6387/2013/246/5829/10174/5584/343578/391/144347/100533183/57704/9530/133522/1236/6840/1490/22836/119/11078/58/10810/382/5217/85477/5987/79933/27236/5734/4082/94134/3055/8500/54942/4739/5345/22843/29993/3693/2314/7168/57471/90550/63916/5071/51763/7169/5062/8153/10411/6422/10486/55704/22921/342184/5058/8452/3059/55607/9181/10602/4233/6709/3092/643338/25802/2620/3925/10096/10094/88/133746/54961/10395/6385/54361/10456/2185/408/1739/7016/4088/9886/8522/57619/57026/5341/9026/30011/9639/226/357/5357/11034/120/6711/961/3397/10006/6093/51466/163782/23221/4644/9647/10788/9645/2241/6356/4771/51474/285590/9037/8477/5063/2017/23075/55761/5756	152
BP	GO:1904062	regulation of cation transmembrane transport	126/4942	349/18866	2.4593730887093188e-5	0.0019390057339641153	0.001560549573490393	4878/22871/30818/2903/126755/2892/9446/5999/51204/5350/4208/2946/22941/775/3736/2056/117532/6327/387129/3746/857/2745/1742/57554/3064/2534/10368/388336/817/6330/6536/2281/2280/2316/146395/1815/84766/785/930/3458/51719/3747/5621/57620/799/81831/7531/2257/6786/1740/782/3208/967/287/23704/91404/84502/4988/3753/54106/6844/196527/486/784/55636/729956/1804/10891/1756/3596/53826/30819/5142/1318/2332/23171/808/23327/7402/29979/11261/6331/88/57214/8398/57190/57628/56704/55800/4283/3767/2902/825/2185/148811/1739/483/57555/2893/4544/84959/493/59283/3799/5923/9001/57463/2631/7291/23237/4644/6622/6769/9368/2669/65267/783/10105/482/10681/23630/776/6588/53827/1612/729993	126
BP	GO:0007611	learning or memory	98/4942	260/18866	2.788587749121321e-5	0.0021720746744661856	0.0017481279954225356	22849/4204/2334/2903/54207/51204/4208/3643/22941/1312/23316/107/57030/4915/23208/27020/6326/1268/5048/10288/25946/1979/93986/9775/25769/7143/1742/41/342371/2764/3064/6529/2534/5538/8831/10396/4763/9378/8867/5621/5532/8704/4311/4212/23657/5663/8516/3845/4891/9867/2237/6310/114781/84502/1201/7436/8301/164312/4885/26047/836/64220/5071/22829/729956/84896/23394/56924/8061/2628/6543/9162/7832/10769/177/7432/5594/8398/1956/123803/2902/7416/2353/1497/5923/57144/23237/6446/23385/54915/6532/3725/1385/6356/4900/5743/2760/4009	98
BP	GO:0016571	histone methylation	60/4942	143/18866	2.887203058565285e-5	0.0022221152111457816	0.001788401593795514	4204/58508/6839/84787/55209/54623/11107/55870/9971/4297/55079/8085/54790/55904/4089/23476/84193/79918/51547/51742/9739/2122/9555/9646/80854/23512/1387/57343/140690/672/4524/1789/23411/6304/5081/10782/2672/56254/84444/200424/63976/5926/79723/11091/7468/2625/2091/3275/55170/55693/546/29104/6419/55818/11137/23170/80312/22823/4602/5252	60
BP	GO:1902414	protein localization to cell junction	47/4942	105/18866	2.9374763223875434e-5	0.0022342099322629964	0.001798135660874505	22871/2903/8927/1605/5818/10082/27020/5601/9231/1742/57554/112755/10368/388336/3798/2316/9378/1003/2905/60/5602/7014/1740/3800/27445/5906/9746/51304/8649/7474/23426/23096/5874/2902/25945/9912/27065/1739/143098/57555/55333/11127/59283/3799/3315/8766/201134	47
BP	GO:0007626	locomotory behavior	78/4942	198/18866	3.112054249445324e-5	0.002339468688681863	0.0018828499577733463	4204/28996/84189/9099/6323/1803/2043/4857/57282/26058/5048/7345/25946/55079/3084/372/7143/1742/2764/3218/774/5538/9698/1815/5660/1958/6387/83464/10752/89797/135/2119/5532/8704/1826/409/2257/4986/127343/4886/3766/3236/2668/114781/4988/3358/18/7545/2911/5071/55636/54982/57679/6571/3235/10499/10269/56924/57561/8322/2548/123803/2902/23284/56172/57555/1497/1137/2775/57144/4644/55283/2743/463/9611/1949/4009/93145	78
BP	GO:0001656	metanephros development	42/4942	91/18866	3.15186814915481e-5	0.0023421640901477984	0.0018850192693614307	6772/79191/947/359/7369/6092/3976/9231/25836/4763/4089/1958/6608/10409/25937/157506/8516/79633/2668/30812/9370/2297/6943/3399/6662/652/6299/342184/2200/10736/2625/116039/80000/54361/7490/5727/10220/3280/186/64321/80144/51804	42
BP	GO:0098693	regulation of synaptic vesicle cycle	50/4942	114/18866	3.240788653620672e-5	0.0023686819429339042	0.0019063613536731854	22871/8927/28964/107/57030/23208/1268/26052/5579/9515/148/112755/5908/9378/112476/5865/116443/135/5030/5532/8674/5337/1759/5217/114781/5906/2932/84062/9783/6843/5864/2332/9162/8499/808/2901/6857/488/57555/8573/1137/1138/6093/6853/6622/23413/5533/783/776/9373	50
BP	GO:0062012	regulation of small molecule metabolic process	158/4942	456/18866	3.2608305169546395e-5	0.0023686819429339042	0.0019063613536731854	5719/5167/23541/4947/57001/5716/23225/79849/3643/2246/5696/1312/80025/219743/6319/6095/5629/144811/7874/1268/8671/1581/9971/857/6667/10776/6901/5707/339123/5724/3479/171425/215/5771/1353/51341/7108/2978/5465/79071/5500/283871/11160/5565/6774/5715/5499/205/1958/10197/10999/51547/4779/3458/160760/5701/3487/79602/23409/3953/134429/5978/7421/254013/4656/23657/5663/5208/7124/157506/23408/5745/83667/57546/1407/5571/1374/1213/51094/122706/3208/90007/9852/10762/672/1201/9390/2954/10447/3667/32/9370/3952/2932/1728/23411/5713/5071/9612/5261/51763/2672/10891/22937/60343/3248/6662/5686/405/57761/10499/80183/10269/978/1181/5714/11091/863/5563/85300/634/8013/51582/8720/84912/4047/9972/8660/54361/5688/2185/5693/8604/5341/5704/493/9563/9926/79023/64788/2203/7291/57486/6622/51744/51360/9611/348995/9883/1950/5743/1717/85414/5717/2222/3481/27122/2023	158
BP	GO:0031109	microtubule polymerization or depolymerization	51/4942	117/18866	3.324094713639109e-5	0.002387808035964093	0.0019217544057915923	4204/22919/57551/1639/4131/5879/7283/50861/7756/157922/6314/10982/324/57662/1003/1859/440145/4133/57704/4281/348235/25876/81551/221150/1453/11076/22924/5058/4733/9181/58497/4233/27124/3925/57701/79649/344148/11075/2242/51673/25999/2288/79929/9793/6622/81565/146909/23116/6249/10844/10382	51
BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	124/4942	345/18866	3.5865992396119576e-5	0.002548061987262781	0.002050729906466386	4296/57551/200958/4294/9839/5716/9175/1163/3643/2246/219771/2043/5629/7039/60675/387/5609/7786/3084/2785/3479/5788/4331/7161/128239/50507/4214/10746/6288/9802/4515/2690/8536/9043/1815/23533/7164/4215/10454/7046/51495/8567/1857/3458/1432/51719/5770/8491/1398/9344/10926/8792/5602/152110/2074/5663/1906/7124/7852/1849/4217/975/3845/1436/2064/2322/29969/9500/9370/54106/23411/894/2911/8649/4293/22924/57679/8754/652/5058/5781/8091/7474/221472/9693/6543/7074/808/389840/6416/11214/8322/177/5594/57214/389400/1956/55765/10595/8682/2185/3619/408/81617/5894/5899/493/3654/2180/1852/6789/1164/84451/6622/80310/23118/57498/5610/2889/5063/1950/2247/3481/64127	124
BP	GO:0051495	positive regulation of cytoskeleton organization	88/4942	230/18866	3.6839122183957556e-5	0.002588749183905278	0.002083475754637325	7481/9525/4204/22919/1639/4131/26228/5879/55604/10163/5629/387/56907/9948/50507/8976/2764/89848/2316/23647/253260/7046/1073/246/5829/10174/9530/1236/1490/1906/10810/382/5217/85477/5987/79933/27236/3055/5345/22843/7168/10411/6422/55704/342184/5058/3059/4733/10602/4233/643338/25802/10096/7010/10094/88/133746/6385/54361/10456/11075/2185/1739/7016/4088/57026/5341/9026/2242/9639/137886/11034/961/3397/51466/9793/9647/10788/2241/6356/4771/285590/9037/8477/23116/2017/23075/6249	88
BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	148/4942	424/18866	3.766969728698401e-5	0.002618651537208082	0.0021075417508722347	9695/5719/23640/23194/6468/54442/7323/84447/83737/79654/5716/11253/91445/119504/5696/7328/64795/6400/7874/7326/5601/122809/55284/7345/57154/857/10425/57092/5707/9781/202052/54620/11160/55666/25906/8453/387921/5715/8405/9870/899/10197/80267/25898/55432/5701/25937/51433/28951/84861/51377/409/64682/3093/5663/55294/55139/8924/25897/255488/7324/84417/55743/55212/10616/4287/11146/122706/7327/5094/7480/64777/5527/283807/1453/329/2932/51529/23411/55298/5713/5071/64839/92369/54850/79089/56893/6386/5686/80343/54788/7321/8452/57761/154214/5714/9354/863/6599/93611/23327/144165/127544/29979/79982/4193/10769/7353/22933/10869/79018/166979/29843/5688/10206/8450/408/10299/200933/5693/80311/79139/5704/23510/126433/27252/137886/8065/9604/8697/7320/4534/51465/339745/51283/23304/4189/57003/6478/5371/23291/5717/26259/2768/9373/10221/84937/4092	148
BP	GO:0051056	regulation of small GTPase mediated signal transduction	117/4942	323/18866	3.9902526499494615e-5	0.0027443599342471562	0.0022087143167637386	90627/51571/7204/84986/5879/2056/56882/387/57514/50861/3084/4168/10161/3479/9267/29127/158763/394/148/29/65078/5924/10982/8831/26037/4763/9649/8567/9824/604/343578/154796/27/391/285282/89941/1398/6993/10144/57148/117289/23550/51306/9750/51291/1894/3845/143872/382/2846/2840/79933/115557/1435/57221/3707/94134/23362/199731/253959/23229/5863/57186/57569/867/79658/57679/121512/55914/2057/81848/9743/8452/9181/221472/4233/10617/1123/9162/7074/55789/9459/55288/3925/11214/84144/23094/4952/286530/9265/23096/10395/8660/56990/23108/9912/408/2843/9886/23092/5894/19/9639/4649/5923/2203/4853/23221/25959/64283/5922/2889/8477/57568/64787/9266/23365	117
BP	GO:0007623	circadian rhythm	84/4942	218/18866	4.0746325180940286e-5	0.0027728946557345154	0.002231679616281306	22871/6839/9099/50865/5927/107/4915/6095/5629/7874/5601/60675/4297/2692/5465/5500/5158/8204/8239/3192/5501/5499/1815/1958/1859/85457/5599/135/23077/220202/8792/5602/7153/1390/55294/1407/1374/3062/114781/9500/285382/283807/9370/8863/1408/3952/1453/6496/2932/23411/687/3399/64839/92369/54850/8553/10891/10499/79723/22992/2776/5563/6096/4862/1956/7150/1019/10135/221391/100/7071/2673/4544/3397/6532/3725/1385/463/9611/5591/6478/5371/23291/10236	84
BP	GO:0007265	Ras protein signal transduction	124/4942	346/18866	4.1646213561802724e-5	0.0028046121945526524	0.0022572065091665664	90627/57826/8625/2782/53916/57698/5879/2056/10163/56882/387/9710/50861/3084/10161/3479/9267/1029/128239/394/148/65078/6239/5924/10982/5908/8831/4763/9649/51495/8567/1432/604/27/1796/391/285282/1398/6993/1012/23550/890/5337/9750/6016/3845/143872/382/2846/1278/2840/79933/57343/115557/1435/5906/5925/57221/3707/23362/199731/51735/5863/22800/10411/867/57679/55914/2057/81848/8452/9181/10602/4233/10617/9693/9162/7074/643338/3925/11214/10769/286530/9265/23096/5587/54734/10395/5867/8660/56990/9912/65979/408/1718/2843/5894/55333/19/5899/9639/5923/83452/6093/2203/440107/4853/25959/27314/116442/3725/64283/185/10630/79930/5922/2889/8477/64787/9266/2247/23365/11021/2768	124
BP	GO:0031113	regulation of microtubule polymerization	27/4942	51/18866	4.2477105359915515e-5	0.002831077176823235	0.002278506042257866	4204/22919/1639/4131/5879/157922/57662/1003/1859/4133/57704/22924/5058/4733/58497/4233/27124/3925/11075/2242/25999/2288/9793/6622/23116/6249/10382	27
BP	GO:0010721	negative regulation of cell development	123/4942	343/18866	4.325221414513055e-5	0.0028533220862068265	0.0022964091785110663	10507/7274/340533/22871/283659/5999/5087/79727/80031/79191/10505/2043/26228/11221/54910/23258/4038/4152/1946/5048/2066/80128/387/55079/3084/57556/7143/811/4168/3479/7161/26052/5465/10363/112755/6664/65078/6774/8831/282969/5376/4763/4089/9355/1630/10509/22902/5458/23405/2045/7101/8482/4133/144347/100533183/6993/64689/5978/5663/55294/7124/1400/7068/6653/382/10718/30812/429/6496/1745/2932/1656/23251/2672/6662/6695/5058/57534/9181/7474/8929/1942/9693/5080/2200/9745/27124/116/5530/4193/10769/22933/2487/57187/84376/23108/11075/152559/50807/10220/23500/3280/2580/3397/2288/9723/6532/3199/1910/7224/6049/83999/54437/6356/9037/1949/482/25871/10683/8934/51208/4009/63923	123
BP	GO:0043401	steroid hormone mediated signaling pathway	58/4942	139/18866	4.703378024984984e-5	0.0030270706370067965	0.0024362453956485682	81606/11057/10424/2101/23543/1667/387/2692/811/153222/4250/51341/79039/5465/27086/8289/8085/9420/2104/5458/7101/367/133522/409/23019/1407/55885/672/865/5245/1408/23411/6943/9612/2908/6422/652/5058/57178/51176/4848/11214/8928/8013/3275/11240/55818/2099/9604/2288/4306/7110/25959/5241/6049/8611/9611/57658	58
BP	GO:0072073	kidney epithelium development	59/4942	142/18866	4.711605164054771e-5	0.0030270706370067965	0.0024362453956485682	56998/6772/7481/5087/79191/4208/2246/2043/947/7369/6092/2263/3976/4087/282679/4089/6492/6608/2045/847/10409/25937/79633/2668/30812/9500/9370/2297/255743/6943/168667/6422/6662/652/6299/342184/2296/10736/2625/9350/80000/384/9788/6385/54361/7490/1739/5727/26249/10220/4088/3280/4853/186/25959/3237/2247/4092/51804	59
BP	GO:0001657	ureteric bud development	44/4942	98/18866	4.757554142452278e-5	0.0030270706370067965	0.0024362453956485682	56998/7481/5087/2246/6092/2263/4087/4089/6492/6608/847/10409/79633/2668/30812/9500/2297/255743/6943/168667/6422/6662/652/6299/342184/2296/10736/2625/9350/80000/384/6385/54361/7490/1739/5727/10220/4088/3280/186/3237/2247/4092/51804	44
BP	GO:0043254	regulation of protein-containing complex assembly	155/4942	449/18866	4.775888708038565e-5	0.0030270706370067965	0.0024362453956485682	56998/578/90427/7453/4204/22919/51571/10563/1643/1639/85464/4131/5879/55604/56919/10163/5601/387/81553/91663/3020/55719/1978/56907/3084/7507/8976/2764/3567/112755/157922/829/89848/948/5908/3021/286527/57662/23647/1003/1859/56681/253260/112476/246/3458/7037/5701/343578/4133/57704/56926/9530/1236/6840/79969/7124/23176/119/11078/84079/6653/10810/637/382/1015/5217/85477/5987/27236/5734/7480/147138/10018/64853/5925/3055/54942/3642/329/51339/2932/2314/57763/7013/4478/11076/22924/6117/342184/5058/5781/5494/3059/55607/4733/114609/5864/9181/58497/10602/4233/6709/643338/25802/27124/3925/10096/10094/22933/647087/133746/51128/54961/2072/8631/64581/10456/11075/2185/8450/1739/50807/143098/2099/5894/5341/9026/2242/5704/19/5899/51673/25999/120/6711/2071/51466/2288/163782/9793/10788/6622/1385/2241/5610/6356/3931/5063/23116/2017/8780/6249/5756/10382	155
BP	GO:0008088	axo-dendritic transport	34/4942	70/18866	4.8322933696995224e-5	0.003033085110204603	0.0024410859607996668	9371/5048/7345/80128/55207/23095/26985/3192/3798/66000/4133/22906/2319/8120/7014/388552/1740/3800/84062/9638/667/8546/10749/5874/127829/55860/11127/55330/3799/9001/3315/26258/81565/23291	34
BP	GO:0032231	regulation of actin filament bundle assembly	46/4942	104/18866	5.112785063190439e-5	0.003178284176300595	0.0025579449966953785	7481/5879/55604/10391/10163/387/50507/2316/7046/5829/10174/9530/1490/5217/79933/5734/8500/5345/22843/7168/5071/51763/5062/10411/6422/55704/5058/55607/4233/3925/10395/6385/54361/7016/4088/5341/9639/961/3397/6093/51466/9647/4771/285590/8477/23075	46
BP	GO:0010498	proteasomal protein catabolic process	165/4942	483/18866	5.199565391428448e-5	0.0032014466910080873	0.002576586639582037	9695/5719/23640/23194/6468/64285/54442/7323/84447/83737/79654/5716/11253/91445/119504/5696/7328/64795/6400/7874/7326/5601/122809/55284/7345/57154/857/10425/57092/5707/9781/282679/202052/54620/11160/55666/25906/8453/387921/5715/8405/9870/899/57333/10197/80267/25898/81502/51136/27248/55432/4779/5701/25937/51433/28951/84861/51377/409/64682/3093/5663/55294/55139/8924/25897/255488/7324/84417/55743/55212/10616/4287/11146/122706/7327/5094/7480/64777/5527/64844/160418/283807/27339/1453/329/2932/51529/23411/55298/5713/5071/64839/92369/54850/79089/56893/6386/5686/80343/54788/10193/7321/8452/57761/154214/2332/5714/9354/863/6599/93611/23327/144165/127544/29979/79982/4193/10769/7353/22933/10869/29954/79018/166979/29843/5688/10206/8450/408/10299/200933/5693/80311/79139/5704/23510/126433/27252/337867/137886/8065/9604/8697/7320/4534/51465/339745/7110/84236/51283/23304/4189/11101/57003/6478/5371/23291/5717/26259/2768/9373/10221/84937/4092	165
BP	GO:0042752	regulation of circadian rhythm	52/4942	122/18866	5.806106929481272e-5	0.0035186892107148707	0.002831909597193569	22871/6839/9099/107/6095/5629/7874/5601/2692/5465/5500/5158/8239/5501/5499/1815/85457/5599/135/220202/5602/7153/1390/55294/1407/3062/9500/283807/8863/1408/1453/2932/64839/92369/54850/8553/10891/79723/22992/2776/5563/6096/221391/100/7071/4544/1385/463/5591/6478/5371/23291	52
BP	GO:0043112	receptor metabolic process	77/4942	198/18866	5.823661957408989e-5	0.0035186892107148707	0.002831909597193569	84133/83737/3643/57154/857/43/3084/1742/1889/26052/5465/10368/948/146395/1815/10802/8862/151636/3458/5045/7037/10267/5770/1211/163/2530/409/124930/387849/5663/1906/7124/26045/6653/1759/975/3190/10266/9779/1213/3208/967/30849/7436/8301/9370/55614/11031/2207/2060/284/22937/3586/57679/6386/64854/84896/88455/55004/2332/634/3685/10330/6311/8650/27065/408/11149/4289/59283/125058/23237/6622/8678/83891/1950/8934	77
BP	GO:0060485	mesenchyme development	106/4942	290/18866	5.918651146132315e-5	0.0035324774976639418	0.002843006679033315	6772/54796/10507/7481/286204/9839/1605/80031/4208/10505/6092/54910/2263/2066/200734/8854/3084/57556/9231/4087/659/6664/4089/4222/8463/9421/1909/10509/7046/4194/6608/78987/10409/25937/6934/8482/84541/5754/7049/147906/254268/1906/157506/58/51094/221662/139285/2668/30812/23275/23414/4488/2297/2932/6943/2651/64839/80139/6422/6662/6386/57669/652/3516/51176/8091/7474/8929/1942/7041/7074/2296/56983/8928/4193/10736/2625/9350/81610/2042/5594/2487/54361/1482/7490/65979/64081/4088/152007/3280/7291/9723/205717/1910/2065/6910/54437/10630/9037/10370/5075/348262/10683/9464/4092/51804	106
BP	GO:0035329	hippo signaling	24/4942	44/18866	5.964565046657603e-5	0.0035324774976639418	0.002843006679033315	9231/6664/80014/154810/8463/79817/1432/25937/154796/79981/7531/9867/26524/79633/836/7003/55841/4140/92597/6789/29970/4771/100505385/7529	24
BP	GO:0009101	glycoprotein biosynthetic process	122/4942	342/18866	6.035895096070382e-5	0.0035324774976639418	0.002843006679033315	2650/27161/79623/63941/55858/2528/8509/2526/200958/9334/11253/9348/11320/6483/1462/6480/146664/79586/23333/30815/3479/282679/659/283464/84899/50515/54790/56052/160335/83539/3998/1463/80267/2529/63827/26229/658/83857/10267/6934/2218/22906/9917/2530/64689/8704/1236/7903/90411/5373/8818/5663/3340/9653/51809/55568/64131/113277/143888/160418/2591/22822/23275/64168/84920/92126/2651/79644/22845/54480/729920/8706/2132/200424/11226/148789/93010/4248/56983/10331/440138/11261/51046/2300/90161/29954/23169/2135/433/9526/55624/283417/2673/114805/64116/9321/6185/7358/64788/51465/1650/22856/23385/79868/2589/2523/4247/80312/256435/8702/3600/9953/266722/4249/10690/51363/10317/8128/55343/56913/57171/23509	122
BP	GO:1903037	regulation of leukocyte cell-cell adhesion	118/4942	329/18866	6.065042571395167e-5	0.0035324774976639418	0.002843006679033315	51571/27177/2526/7292/1803/5879/2113/11221/10326/2056/79679/3123/80762/6541/11148/387/10288/857/10875/9231/5724/3479/5771/5788/1845/5465/2534/2267/64115/920/6387/2529/3458/7037/604/3572/5621/149041/135/8740/2319/10725/1236/960/7124/6666/30835/9750/6659/975/64332/2064/11146/283234/27242/865/3707/64844/7525/3952/5970/836/5573/50943/5062/3586/3142/652/84830/5058/5781/57178/8546/51176/9840/3932/634/29126/3566/8013/2625/177/864/384/2213/10385/54900/6385/8631/3113/100/1739/2615/8379/3592/3280/3654/375056/55423/961/9580/55824/26191/3600/140885/26279/9093/6693/10690/1949/5063/4602/1604/3481/64127/151888/4092/940	118
BP	GO:0043087	regulation of GTPase activity	164/4942	481/18866	6.125940934867895e-5	0.003534021045288947	0.0028442489562198504	90627/10507/9882/7481/10563/1969/5999/23216/9098/6346/2043/84986/79874/10959/2044/28964/4915/7813/1946/5048/56882/116983/55785/57514/50861/112574/141/29127/128239/5592/158763/394/9515/55188/10483/29/65078/122553/10982/8502/8831/3843/26037/4763/254272/253260/51495/1857/8853/5362/9824/604/343578/154796/391/1398/6993/54206/10144/57148/117289/663/1236/91584/23061/409/163486/51306/51291/84079/1894/143872/23677/9779/2064/858/3267/5906/94134/8301/192111/4739/51735/2932/23232/6251/79735/3268/253959/57186/57569/5910/10411/79658/57679/23329/6422/121512/11033/3993/9743/22841/7474/221472/10188/9693/1123/23161/9162/7074/2776/55789/9459/84144/8601/6000/116/374403/23094/79890/1983/10484/4952/2042/64786/3655/10395/57589/92154/54361/23108/55635/54885/26286/2185/9912/408/11149/50807/23092/9681/9639/1122/4649/125058/5923/10154/8490/9905/10788/1794/3725/81565/6356/5922/2889/8477/10681/23129/57465/57568/23365/55854/81846	164
BP	GO:0006367	transcription initiation from RNA polymerase II promoter	74/4942	189/18866	6.202116615107733e-5	0.003534021045288947	0.0028442489562198504	56998/4878/4204/2101/6883/1870/51616/8856/6095/6882/9971/2957/26036/84246/4331/9477/7507/5465/9969/6875/5435/112950/8463/5434/2649/2104/5701/860/25937/7101/367/9282/51586/1490/7421/2074/892/7068/1871/1387/51003/3174/9970/7480/6874/10923/865/9441/129685/7003/126382/2908/10891/6662/3516/8013/6096/6908/1019/1482/2099/5704/2071/4853/4306/5241/1385/6910/902/5436/7182/83860/2494/9443	74
BP	GO:0031098	stress-activated protein kinase signaling cascade	109/4942	300/18866	6.231684441808816e-5	0.003534021045288947	0.0028442489562198504	4878/4296/28996/9258/57551/4294/9839/83737/9175/2043/11221/54910/768211/5601/5048/387/5609/7786/401265/9770/1845/11143/10746/4077/285613/9043/10987/7164/4215/10454/51495/1857/1432/5770/8491/2218/5599/4281/9344/1236/8792/1490/7187/5602/2122/2074/1906/222166/7124/4217/9867/5734/29969/55801/79155/64853/5345/3952/54106/51339/84062/11342/5071/4293/5062/6422/6386/5058/10494/5859/114609/10269/7474/56924/221472/7074/2324/9459/6416/8322/2898/177/23008/5594/2213/389400/1956/55765/10595/2185/1739/3654/1852/6789/57144/84451/388325/26191/23118/140885/5610/9611/2889/5063/23291/64127/9464/7188/10221	109
BP	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	33/4942	68/18866	6.346958189474278e-5	0.003541853174190019	0.00285055240607665	1605/10082/1742/26052/112755/10368/388336/146395/1815/5584/163/2319/64840/5602/7531/1759/1740/3208/5906/2060/55914/64854/84896/23426/23096/8650/9912/27065/1739/59283/23237/126129/8766	33
BP	GO:0072163	mesonephric epithelium development	44/4942	99/18866	6.409850292037621e-5	0.003541853174190019	0.00285055240607665	56998/7481/5087/2246/6092/2263/4087/4089/6492/6608/847/10409/79633/2668/30812/9500/2297/255743/6943/168667/6422/6662/652/6299/342184/2296/10736/2625/9350/80000/384/6385/54361/7490/1739/5727/10220/4088/3280/186/3237/2247/4092/51804	44
BP	GO:0072164	mesonephric tubule development	44/4942	99/18866	6.409850292037621e-5	0.003541853174190019	0.00285055240607665	56998/7481/5087/2246/6092/2263/4087/4089/6492/6608/847/10409/79633/2668/30812/9500/2297/255743/6943/168667/6422/6662/652/6299/342184/2296/10736/2625/9350/80000/384/6385/54361/7490/1739/5727/10220/4088/3280/186/3237/2247/4092/51804	44
BP	GO:0009100	glycoprotein metabolic process	144/4942	415/18866	6.59712763537118e-5	0.003587613536717828	0.002887381236943253	9695/2650/27161/79623/63941/55858/2528/8509/2526/200958/84447/9334/11253/9348/11320/6483/91445/4126/1462/6480/6400/146664/79586/23333/30815/5861/1301/3479/282679/659/283464/84899/50515/54790/56052/54928/9806/160335/83539/3998/1463/80267/2529/175/63827/26229/658/83857/10267/6934/2218/22906/9917/2530/64689/8704/1236/64840/7903/90411/5373/8818/5663/23193/3340/9653/51809/55568/64131/113277/143888/160418/2591/22822/23275/64168/3952/84920/92126/2651/79644/22845/54480/729920/8706/2132/200424/11226/148789/93010/55959/4248/93611/56983/81792/10331/440138/11261/51046/6448/2300/90161/29954/23169/2135/10206/433/9526/55624/10299/283417/2673/114805/64116/9321/126433/6185/7358/64788/51465/1650/55768/22856/23385/79868/2589/2523/4247/80312/256435/8702/10855/3600/9953/266722/4249/10690/51363/10317/8128/55343/56913/57171/23509	144
BP	GO:0000186	activation of MAPKK activity	27/4942	52/18866	6.639883996097832e-5	0.003587613536717828	0.002887381236943253	4296/4294/9175/7786/4214/10746/4215/7046/1398/9344/2074/5663/4217/2911/8649/4293/8754/652/389840/5594/1956/5894/84451/57498/5610/2889/1950	27
