ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa05203	Viral carcinogenesis	13/350	204/8112	0.1027109855998111	0.41676744003980054	0.36316437786667877	1654/3845/5290/5293/158983/9586/983/4792/841/5933/5925/1017/4893	13
hsa05224	Breast cancer	10/350	147/8112	0.10280460168073119	0.41676744003980054	0.36316437786667877	2254/3845/5290/5293/2246/8202/8648/5925/4893/2250	10
hsa00240	Pyrimidine metabolism	5/350	58/8112	0.10395255714708712	0.41676744003980054	0.36316437786667877	29922/51727/1854/957/50484	5
hsa04926	Relaxin signaling pathway	9/350	129/8112	0.10488187232789682	0.41676744003980054	0.36316437786667877	3845/5290/5293/10681/9586/1277/4792/1282/4893	9
hsa05212	Pancreatic cancer	6/350	76/8112	0.10908514566761036	0.4270376091010043	0.37211363637243317	3845/5290/5293/10928/6772/5925	6
hsa05145	Toxoplasmosis	8/350	112/8112	0.11029448182078919	0.4270376091010043	0.37211363637243317	3655/6885/3111/4792/3123/841/6772/330	8
hsa04261	Adrenergic signaling in cardiomyocytes	10/350	150/8112	0.11343795836671901	0.43231204263530226	0.376709692083742	5516/486/7170/9586/7171/801/5520/5523/153/4633	10
hsa04725	Cholinergic synapse	8/350	113/8112	0.11451974639345755	0.43231204263530226	0.376709692083742	3845/5290/3759/5293/773/10681/9586/4893	8
hsa04721	Synaptic vesicle cycle	6/350	78/8112	0.11958963581710572	0.4424193219689499	0.38551701112665554	523/6857/773/163/10814/6812	6
hsa05414	Dilated cardiomyopathy	7/350	96/8112	0.12012710066706586	0.4424193219689499	0.38551701112665554	3655/7170/3696/7171/7273/153/4633	7
hsa05207	Chemical carcinogenesis - receptor activation	13/350	212/8112	0.12743380693603099	0.45634142631512387	0.3976485067228336	2254/3845/5290/5293/773/9586/23746/23633/1544/153/5925/4893/2250	13
hsa04213	Longevity regulating pathway - multiple species	5/350	62/8112	0.1282767975701213	0.45634142631512387	0.3976485067228336	3845/5290/5293/3667/4893	5
hsa04921	Oxytocin signaling pathway	10/350	154/8112	0.12854384073913472	0.45634142631512387	0.3976485067228336	3845/3759/57118/5598/6263/4772/5534/801/4773/4893	10
hsa04750	Inflammatory mediator regulation of TRP channels	7/350	98/8112	0.12995153199702203	0.45634142631512387	0.3976485067228336	5290/5293/40/5581/3358/3357/801	7
hsa04623	Cytosolic DNA-sensing pathway	5/350	63/8112	0.13473205512197475	0.46769058214754455	0.4075379767754832	3444/3449/661/3606/4792	5
hsa04929	GnRH secretion	5/350	64/8112	0.14132951046079403	0.48067581220260247	0.4188530953316508	3845/5290/5293/3781/4893	5
hsa04935	Growth hormone synthesis, secretion and action	8/350	119/8112	0.1416561168411643	0.48067581220260247	0.4188530953316508	3845/5290/5293/3667/9586/3486/6772/4893	8
hsa00360	Phenylalanine metabolism	2/350	16/8112	0.14985857187634707	0.5003117905182023	0.4359635678966559	314/2805	2
hsa04914	Progesterone-mediated oocyte maturation	7/350	102/8112	0.15075620177866358	0.5003117905182023	0.4359635678966559	3845/5290/5293/64506/983/132864/1017	7
hsa04136	Autophagy - other	3/350	32/8112	0.1581736919454864	0.5128247830249257	0.44686718632356726	23710/55102/5516	3
hsa04215	Apoptosis - multiple species	3/350	32/8112	0.1581736919454864	0.5128247830249257	0.44686718632356726	27113/841/330	3
hsa00785	Lipoic acid metabolism	1/350	4/8112	0.1617601624332039	0.5128247830249257	0.44686718632356726	116285	1
hsa04360	Axon guidance	11/350	182/8112	0.16279656973482357	0.5128247830249257	0.44686718632356726	3845/5290/5293/9037/85464/2043/5534/3984/4773/5781/4893	11
hsa05017	Spinocerebellar ataxia	9/350	143/8112	0.16451676210361196	0.5128247830249257	0.44686718632356726	6095/5290/5293/55102/773/115209/6310/3752/5690	9
hsa00910	Nitrogen metabolism	2/350	17/8112	0.16523482338929305	0.5128247830249257	0.44686718632356726	760/767	2
hsa05208	Chemical carcinogenesis - reactive oxygen species	13/350	223/8112	0.16642166213494688	0.5128247830249257	0.44686718632356726	27/3091/3845/5290/5293/4715/1544/9167/4792/25865/1327/5781/4893	13
hsa00270	Cysteine and methionine metabolism	4/350	50/8112	0.168111435494926	0.5128247830249257	0.44686718632356726	10768/4144/2805/262	4
hsa04621	NOD-like receptor signaling pathway	11/350	184/8112	0.17122285658952777	0.516011655604151	0.4496441753260291	1671/3444/1668/3449/23710/6885/3606/4792/841/6772/330	11
hsa04260	Cardiac muscle contraction	6/350	87/8112	0.17257343449012996	0.516011655604151	0.4496441753260291	486/7170/7171/9167/4633/1327	6
hsa00330	Arginine and proline metabolism	4/350	51/8112	0.17666391004973353	0.5187003913333861	0.45198709596844383	2628/2805/112817/262	4
hsa04512	ECM-receptor interaction	6/350	88/8112	0.17898705038282364	0.5187003913333861	0.45198709596844383	3655/255743/3696/1277/158326/1282	6
hsa04917	Prolactin signaling pathway	5/350	70/8112	0.18366431495445681	0.5187003913333861	0.45198709596844383	3845/5290/5293/6772/4893	5
hsa04022	cGMP-PKG signaling pathway	10/350	167/8112	0.18456361461471926	0.5187003913333861	0.45198709596844383	4772/5581/486/5534/3667/9586/157855/801/153/4773	10
hsa04211	Longevity regulating pathway	6/350	89/8112	0.18549550418544933	0.5187003913333861	0.45198709596844383	3845/5290/5293/3667/9586/4893	6
hsa04727	GABAergic synapse	6/350	89/8112	0.18549550418544933	0.5187003913333861	0.45198709596844383	23710/2560/773/54407/10681/2555	6
hsa04976	Bile secretion	6/350	89/8112	0.18549550418544933	0.5187003913333861	0.45198709596844383	486/570/760/3781/64240/9429	6
hsa05132	Salmonella infection	14/350	249/8112	0.1878903979845524	0.5205770659755488	0.4536223997695616	4646/55207/5290/5293/4074/6885/10810/3606/64837/7879/4792/841/4633/330	14
hsa05410	Hypertrophic cardiomyopathy	6/350	90/8112	0.19209569395352982	0.5273899961269637	0.4595590764438513	3655/7170/3696/7171/7273/4633	6
hsa05226	Gastric cancer	9/350	149/8112	0.19415833715233474	0.5282506109910369	0.4603090022577875	2254/3845/5290/5293/2246/5925/1017/4893/2250	9
hsa00982	Drug metabolism - cytochrome P450	5/350	72/8112	0.19871501921141604	0.5358208553736398	0.4669055902523873	1558/1559/1557/1544/2329	5
hsa04668	TNF signaling pathway	7/350	112/8112	0.20884292666436347	0.5581465827667059	0.48635986647499646	5290/5293/6885/9586/4792/841/330	7
hsa00250	Alanine, aspartate and glutamate metabolism	3/350	37/8112	0.2130678444130976	0.5595346870674389	0.4875694380162417	2805/2673/9945	3
hsa05216	Thyroid cancer	3/350	37/8112	0.2130678444130976	0.5595346870674389	0.4875694380162417	3845/7170/4893	3
hsa04932	Non-alcoholic fatty liver disease	9/350	155/8112	0.2259025029584262	0.5757718661327825	0.5017182521198872	5290/5293/9451/4296/3667/4715/9167/841/1327	9
hsa04934	Cushing syndrome	9/350	155/8112	0.2259025029584262	0.5757718661327825	0.5017182521198872	51655/9586/23746/4158/5151/5925/1017/8085/3776	9
hsa04971	Gastric acid secretion	5/350	76/8112	0.22999412478262962	0.5757718661327825	0.5017182521198872	3759/54207/801/760/3776	5
hsa05134	Legionellosis	4/350	57/8112	0.23072419636111816	0.5757718661327825	0.5017182521198872	10767/3606/4792/841	4
hsa00232	Caffeine metabolism	1/350	6/8112	0.23257145218951247	0.5757718661327825	0.5017182521198872	1544	1
hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	1/350	6/8112	0.23257145218951247	0.5757718661327825	0.5017182521198872	2805	1
hsa05140	Leishmaniasis	5/350	77/8112	0.2380301066003321	0.5757718661327825	0.5017182521198872	6885/3111/4792/3123/6772	5
hsa05135	Yersinia infection	8/350	137/8112	0.2392152282807169	0.5757718661327825	0.5017182521198872	5290/5293/6885/4772/3606/3984/4792/4773	8
hsa05213	Endometrial cancer	4/350	58/8112	0.2401146881547502	0.5757718661327825	0.5017182521198872	3845/5290/5293/4893	4
hsa04666	Fc gamma R-mediated phagocytosis	6/350	97/8112	0.24059268882280457	0.5757718661327825	0.5017182521198872	5290/5293/55616/5581/10810/3984	6
hsa04915	Estrogen signaling pathway	8/350	138/8112	0.24522170728902043	0.5757718661327825	0.5017182521198872	3845/5290/5293/8202/9586/801/8648/4893	8
hsa05033	Nicotine addiction	3/350	40/8112	0.24772934518791437	0.5757718661327825	0.5017182521198872	2560/773/2555	3
hsa01522	Endocrine resistance	6/350	98/8112	0.24780841644187732	0.5757718661327825	0.5017182521198872	3845/5290/5293/8202/5925/4893	6
hsa04925	Aldosterone synthesis and secretion	6/350	98/8112	0.24780841644187732	0.5757718661327825	0.5017182521198872	57118/5581/9586/801/4158/25865	6
hsa04330	Notch signaling pathway	4/350	59/8112	0.2495919683841748	0.5757718661327825	0.5017182521198872	9541/6310/8650/5663	4
hsa05152	Tuberculosis	10/350	180/8112	0.24975534590527984	0.5757718661327825	0.5017182521198872	3444/3449/5534/3606/3111/7879/801/3123/841/6772	10
hsa01521	EGFR tyrosine kinase inhibitor resistance	5/350	79/8112	0.2543261390672895	0.575958749510283	0.5018810992595705	3845/5290/5293/5156/4893	5
hsa04640	Hematopoietic cell lineage	6/350	99/8112	0.2550856997742076	0.575958749510283	0.5018810992595705	3655/3559/1438/3111/3123/915	6
hsa04730	Long-term depression	4/350	60/8112	0.2591479513474057	0.575958749510283	0.5018810992595705	3845/773/5516/4893	4
hsa05416	Viral myocarditis	4/350	60/8112	0.2591479513474057	0.575958749510283	0.5018810992595705	27/3111/3123/841	4
hsa05219	Bladder cancer	3/350	41/8112	0.25947552024479964	0.575958749510283	0.5018810992595705	3845/5925/4893	3
hsa04964	Proximal tubule bicarbonate reclamation	2/350	23/8112	0.26127930027453233	0.575958749510283	0.5018810992595705	486/760	2
hsa00590	Arachidonic acid metabolism	4/350	61/8112	0.2687746416387566	0.5881879838761195	0.5125374554514809	5319/1558/1559/1557	4
hsa05205	Proteoglycans in cancer	11/350	205/8112	0.2709443347555047	0.5886704251522477	0.5129578469434017	3091/3845/5290/5293/5329/1277/10818/287/22808/5781/4893	11
hsa00860	Porphyrin metabolism	3/350	43/8112	0.28316812465630287	0.6065019407532162	0.5284959400080308	3145/124454/3052	3
hsa04975	Fat digestion and absorption	3/350	43/8112	0.28316812465630287	0.6065019407532162	0.5284959400080308	5319/346606/64240	3
hsa04714	Thermogenesis	12/350	232/8112	0.3000574283432792	0.6340867429877777	0.5525328886265054	3845/152831/9586/10818/4715/5346/9167/116228/51780/6603/1327/4893	12
hsa05010	Alzheimer disease	19/350	384/8112	0.300246371679643	0.6340867429877777	0.5525328886265054	3845/5290/5293/9451/201266/55102/6263/29985/5534/3667/64837/4715/801/9167/841/5690/5663/1327/4893	19
hsa04012	ErbB signaling pathway	5/350	85/8112	0.30464346112339524	0.6389050365226762	0.556731471351234	27/3845/5290/5293/4893	5
hsa04927	Cortisol synthesis and secretion	4/350	65/8112	0.30783247989277523	0.6410274367881936	0.5585808964693217	9586/4158/5151/3776	4
hsa04911	Insulin secretion	5/350	86/8112	0.3131857929171551	0.6410274367881936	0.5585808964693217	486/9586/3651/157855/3781	5
hsa05210	Colorectal cancer	5/350	86/8112	0.3131857929171551	0.6410274367881936	0.5585808964693217	3845/5290/5293/27113/4893	5
hsa05202	Transcriptional misregulation in cancer	10/350	192/8112	0.3159223902887763	0.6410274367881936	0.5585808964693217	1671/1668/51804/4094/2120/7468/5218/4300/3486/330	10
hsa03050	Proteasome	3/350	46/8112	0.31900301768596123	0.6410274367881936	0.5585808964693217	23198/122706/5690	3
hsa03013	Nucleocytoplasmic transport	6/350	108/8112	0.32277292081733466	0.6410274367881936	0.5585808964693217	10482/23633/26019/57510/4686/51808	6
hsa04966	Collecting duct acid secretion	2/350	27/8112	0.32602634996505675	0.6410274367881936	0.5585808964693217	523/760	2
hsa04720	Long-term potentiation	4/350	67/8112	0.3275865626178653	0.6410274367881936	0.5585808964693217	3845/5534/801/4893	4
hsa05221	Acute myeloid leukemia	4/350	67/8112	0.3275865626178653	0.6410274367881936	0.5585808964693217	3845/5290/5293/4893	4
hsa04066	HIF-1 signaling pathway	6/350	109/8112	0.3304732852554256	0.6410274367881936	0.5585808964693217	3091/5290/5293/5054/54583/387712	6
hsa04973	Carbohydrate digestion and absorption	3/350	47/8112	0.33097580989802977	0.6410274367881936	0.5585808964693217	5290/5293/486	3
hsa04068	FoxO signaling pathway	7/350	131/8112	0.33623051314562236	0.6410274367881936	0.5585808964693217	3845/5290/5293/23710/3667/1017/4893	7
hsa04114	Oocyte meiosis	7/350	131/8112	0.33623051314562236	0.6410274367881936	0.5585808964693217	64506/5516/5534/983/801/132864/1017	7
hsa00830	Retinol metabolism	4/350	68/8112	0.3374945776467642	0.6410274367881936	0.5585808964693217	145226/1558/1559/1544	4
hsa04664	Fc epsilon RI signaling pathway	4/350	68/8112	0.3374945776467642	0.6410274367881936	0.5585808964693217	3845/5290/5293/4893	4
hsa04728	Dopaminergic synapse	7/350	132/8112	0.34329976110477356	0.6476483923220178	0.5643502895800085	773/5516/10681/9586/801/5520/5523	7
hsa04924	Renin secretion	4/350	69/8112	0.34741403826545325	0.6476483923220178	0.5643502895800085	3759/5534/801/153	4
hsa05204	Chemical carcinogenesis - DNA adducts	4/350	69/8112	0.34741403826545325	0.6476483923220178	0.5643502895800085	1558/1559/1557/1544	4
hsa00520	Amino sugar and nucleotide sugar metabolism	3/350	49/8112	0.35489255039177525	0.6491676552900115	0.5656741506535479	80896/2673/9945	3
hsa05032	Morphine addiction	5/350	91/8112	0.35627730186461587	0.6491676552900115	0.5656741506535479	2560/773/10681/5151/2555	5
hsa00920	Sulfur metabolism	1/350	10/8112	0.35679672956205233	0.6491676552900115	0.5656741506535479	9060	1
hsa04024	cAMP signaling pathway	11/350	221/8112	0.356827254232258	0.6491676552900115	0.5656741506535479	5290/5293/2737/7253/4772/486/9586/801/4792/4158/153	11
hsa04979	Cholesterol metabolism	3/350	50/8112	0.3668147492149779	0.6559761528202583	0.5716069648137491	9217/64240/29116	3
hsa04520	Adherens junction	4/350	71/8112	0.3672607582229215	0.6559761528202583	0.5716069648137491	6885/10810/1500/4008	4
hsa04510	Focal adhesion	10/350	201/8112	0.3678962701974714	0.6559761528202583	0.5716069648137491	5290/5293/3655/3696/1277/5156/4633/1729/1282/330	10
hsa04670	Leukocyte transendothelial migration	6/350	114/8112	0.36925809926968184	0.6559761528202583	0.5716069648137491	5290/5293/1500/53842/4633/5781	6
hsa04912	GnRH signaling pathway	5/350	93/8112	0.37360546939963246	0.6559816962714476	0.5716117952870754	10746/3845/5598/801/4893	5
hsa05323	Rheumatoid arthritis	5/350	93/8112	0.37360546939963246	0.6559816962714476	0.5716117952870754	523/3606/3111/3123/1493	5
hsa04910	Insulin signaling pathway	7/350	137/8112	0.37887024312392314	0.66138042441286	0.5763161593001569	3845/5290/5293/3667/801/10211/4893	7
