ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0001701	in utero embryonic development	36/811	383/18866	9.755054158064412e-6	0.002225925994249243	0.0019090034213628442	23414/81565/130507/402569/57534/4627/405/89780/4087/50515/3549/4154/1825/51176/23322/57167/5930/154796/4853/8451/7048/9113/55553/8648/55723/9927/7319/51119/321/7703/90/157506/10959/2296/4071/788	36
BP	GO:0016569	covalent chromatin modification	42/811	481/18866	1.1324024932590215e-5	0.0024715915287653427	0.002119691623537482	1105/5599/55870/7468/402569/26147/4842/84333/51230/7552/93624/2005/6877/11176/8473/51176/6879/80853/6885/5926/4602/10498/1812/22823/80218/8648/9025/2145/23512/55758/7319/8450/54790/7703/57673/648/23067/10075/51504/6883/4524/11107	42
BP	GO:0034329	cell junction assembly	39/811	434/18866	1.2045247570573273e-5	0.0024719131233546655	0.0021199674301783564	10082/10979/2566/4208/627/7414/5818/1855/89780/10391/51804/9378/79953/3673/1845/2042/23284/10207/2045/4915/382/1812/5728/1500/8506/9231/1946/5021/119/575/71/54674/23122/1495/577/27253/23616/6092/57463	39
BP	GO:0072659	protein localization to plasma membrane	29/811	281/18866	1.244445140643684e-5	0.0024719131233546655	0.0021199674301783564	27065/23163/22841/9847/10890/89780/2319/57120/10098/286/288/55704/2042/5581/57731/5295/382/285172/859/23043/9530/90410/2013/57512/342667/131578/10959/23122/55022	29
BP	GO:0050905	neuromuscular process	16/811	107/18866	1.3070980106818601e-5	0.0024719131233546655	0.0021199674301783564	6323/3756/1855/9378/112476/23261/1812/5728/8506/5458/1742/3236/65217/3226/2257/23621	16
BP	GO:0016570	histone modification	41/811	468/18866	1.3295150265054974e-5	0.0024719131233546655	0.0021199674301783564	5599/55870/7468/402569/26147/4842/84333/51230/7552/93624/2005/6877/11176/8473/51176/6879/80853/6885/5926/4602/10498/1812/22823/80218/8648/9025/2145/23512/55758/7319/8450/54790/7703/57673/648/23067/10075/51504/6883/4524/11107	41
BP	GO:0032956	regulation of actin cytoskeleton organization	34/811	360/18866	1.5501639996641596e-5	0.002700281869817933	0.0023158215239159883	5756/683/27/4208/2059/55114/10391/10602/8851/5999/55704/2042/5581/89848/57731/5295/382/4853/9113/10097/859/1072/9530/2044/1946/93663/119/71/23122/22843/27236/2150/6709/23616	34
BP	GO:0007389	pattern specification process	40/811	455/18866	1.559923789337053e-5	0.002700281869817933	0.0023158215239159883	93/8313/389549/51684/4208/57534/1952/89780/4087/56983/3549/28514/51176/8553/7832/23322/23314/4853/7048/9371/6781/7545/7080/22823/5991/4036/5013/659/92/55081/7703/648/23509/90/3236/10959/2296/5090/3226/6092	40
BP	GO:0070734	histone H3-K27 methylation	7/811	21/18866	1.810714434687833e-5	0.0029643947378975386	0.0025423305678341232	402569/26147/8473/22823/2145/23512/57673	7
BP	GO:0060350	endochondral bone morphogenesis	11/811	55/18866	1.830602328183739e-5	0.0029643947378975386	0.0025423305678341232	8313/4209/4208/3549/7048/6781/10498/55512/8817/659/2296	11
BP	GO:0051965	positive regulation of synapse assembly	12/811	67/18866	2.492219218599251e-5	0.0037468701480774065	0.0032133988059628005	627/9378/79953/23284/4915/9231/1946/5021/575/54674/577/57463	12
BP	GO:0043087	regulation of GTPase activity	41/811	481/18866	2.524414364893962e-5	0.0037468701480774065	0.0032133988059628005	3267/1983/4763/116/81565/25791/4739/10451/23677/22841/57568/5592/394/55114/163486/9815/112574/5999/2042/84144/57522/65125/84986/4915/116987/154796/9162/23236/3843/2044/1946/93663/9712/90627/51495/10959/55789/10276/577/2150/23616	41
BP	GO:0007368	determination of left/right symmetry	17/811	125/18866	2.5377208174229446e-5	0.0037468701480774065	0.0032133988059628005	93/51684/4208/57534/89780/4087/3549/28514/23322/4853/7048/9371/5991/92/55081/90/10959	17
BP	GO:0003002	regionalization	33/811	355/18866	2.8388976193971432e-5	0.004071790299821045	0.003492057522807313	93/8313/389549/51684/4208/57534/1952/89780/4087/56983/28514/51176/8553/7832/23322/4853/7080/22823/4036/5013/659/92/55081/7703/648/23509/90/3236/10959/2296/5090/3226/6092	33
BP	GO:0030900	forebrain development	35/811	391/18866	3.6161226325949425e-5	0.004958680051071039	0.004252673811885207	25777/1021/4763/116/6299/81565/389549/9201/482/5592/89780/51176/8851/7832/3251/4781/3340/23322/23314/4915/7080/23236/1812/5728/8648/79633/2145/2044/84287/6867/4036/5013/93986/5021/6092	35
BP	GO:0034968	histone lysine methylation	16/811	116/18866	3.654804021705746e-5	0.004958680051071039	0.004252673811885207	55870/7468/402569/26147/7552/8473/5926/4602/22823/2145/23512/54790/57673/23067/51504/11107	16
BP	GO:0001655	urogenital system development	31/811	330/18866	4.029484823242062e-5	0.005323161529651356	0.004565261198631589	93/4763/282679/2247/6299/4774/7369/4208/627/2099/5324/4087/51804/139285/28514/5268/8549/23322/5228/2045/5979/4853/760/5728/79633/90410/9231/55366/157506/2296/6092	31
BP	GO:0016571	histone methylation	18/811	143/18866	4.266195836555752e-5	0.005491359769105096	0.004709511733201896	55870/7468/402569/26147/7552/8473/5926/4602/10498/22823/2145/23512/54790/57673/23067/51504/4524/11107	18
BP	GO:0019226	transmission of nerve impulse	12/811	72/18866	5.2440069227646394e-5	0.006543940483033736	0.005612228260769131	6334/6326/6323/288/3737/3673/57731/4915/1812/8506/27345/2257	12
BP	GO:0006836	neurotransmitter transport	24/811	229/18866	5.344652585744685e-5	0.006543940483033736	0.005612228260769131	26059/8573/4763/8867/6623/9783/4208/4842/1855/6843/9378/112476/3356/148281/9162/10550/1812/488/321/27345/3749/5413/23621/127833	24
BP	GO:0032535	regulation of cellular component size	34/811	383/18866	5.495970155641456e-5	0.006568992900314311	0.005633713768564801	5756/282679/81565/10451/627/2059/89780/10602/80031/8851/5581/89848/2045/57731/5979/382/9113/10097/859/1072/9530/3783/5728/1946/5458/659/93663/119/1182/27236/2150/6709/64798/23616	34
BP	GO:0016079	synaptic vesicle exocytosis	16/811	121/18866	6.161942502816439e-5	0.007130613430244203	0.006115371970999956	26059/8573/8867/9783/1855/6843/112476/3356/148281/9162/1812/488/321/5413/23621/127833	16
BP	GO:0009855	determination of bilateral symmetry	17/811	134/18866	6.249940058381373e-5	0.007130613430244203	0.006115371970999956	93/51684/4208/57534/89780/4087/3549/28514/23322/4853/7048/9371/5991/92/55081/90/10959	17
BP	GO:0009799	specification of symmetry	17/811	135/18866	6.869765872863916e-5	0.007663605484839303	0.006572477759067467	93/51684/4208/57534/89780/4087/3549/28514/23322/4853/7048/9371/5991/92/55081/90/10959	17
BP	GO:0060348	bone development	22/811	204/18866	7.060733826960101e-5	0.007705409524204284	0.006608329828894008	8313/55294/56987/4209/4208/7468/5741/23508/3549/139285/27086/4853/7048/6781/10498/79633/55512/8817/659/51119/2296/389058	22
BP	GO:0019228	neuronal action potential	8/811	34/18866	7.555824422247143e-5	0.008070263531846948	0.006921236704813172	6334/6326/6323/288/3737/1812/27345/2257	8
BP	GO:0035265	organ growth	21/811	191/18866	7.746244740775434e-5	0.008101280958060975	0.0069478379363534055	23414/93/2247/4208/196528/2099/5324/4087/7049/26524/28514/5999/7048/9113/6781/859/10498/5728/55512/2252/2296	21
BP	GO:0001505	regulation of neurotransmitter levels	24/811	235/18866	8.058552964756631e-5	0.008255905282260875	0.007080447180634721	26059/8573/4763/8867/6623/9783/4208/4842/1855/6843/9378/112476/3356/148281/9162/10550/1812/488/321/27345/3749/5413/23621/127833	24
BP	GO:0030111	regulation of Wnt signaling pathway	33/811	375/18866	8.331918655356396e-5	0.008365246329977823	0.007174220484296349	1896/8313/6299/1540/8945/8724/2099/1455/1855/89780/51527/10927/5218/139285/26524/388630/51176/10146/8549/65125/9113/5709/1456/331/90410/1500/84133/55366/219287/1452/55789/25960/5701	33
BP	GO:0003281	ventricular septum development	12/811	76/18866	9.048155535504685e-5	0.008906223683967358	0.0076381746419430675	23414/6299/51684/7468/53834/7049/57167/7048/4036/659/90/6092	12
BP	GO:0007411	axon guidance	27/811	284/18866	1.016275643831471e-4	0.00981096871544997	0.00841410401471805	389549/3800/627/5818/1855/89780/3798/80031/9378/8851/4781/2042/2045/57731/5979/5295/4853/7080/2044/1946/5458/659/729920/323/6709/6092/5797	27
BP	GO:2000027	regulation of animal organ morphogenesis	25/811	254/18866	1.0484565130320073e-4	0.009930663576265429	0.008516756977757518	10082/55294/627/2099/4919/1952/1855/89780/51804/4781/401138/7048/5709/859/10498/93986/659/84133/90/55366/2252/7068/2296/5701/6092	25
BP	GO:0097485	neuron projection guidance	27/811	285/18866	1.0779440598428312e-4	0.010020887371131505	0.00859413490206078	389549/3800/627/5818/1855/89780/3798/80031/9378/8851/4781/2042/2045/57731/5979/5295/4853/7080/2044/1946/5458/659/729920/323/6709/6092/5797	27
BP	GO:0048562	embryonic organ morphogenesis	28/811	302/18866	1.1729781871777894e-4	0.010706091817513641	0.009181781407764898	6299/51684/4208/51384/57534/1855/89780/4087/50515/3549/51804/28514/259236/3340/23314/4853/7048/1750/7545/2202/5013/55081/7703/90/157506/3236/57053/10959	28
BP	GO:0072073	kidney epithelium development	17/811	142/18866	1.2942108118406406e-4	0.011005896442472385	0.009438900492705403	282679/2247/6299/7369/4208/627/4087/51804/28514/5228/2045/5979/4853/79633/55366/2296/6092	17
BP	GO:0007626	locomotory behavior	21/811	198/18866	1.2969933622406602e-4	0.011005896442472385	0.009438900492705403	4857/6623/2059/6323/3251/5581/23284/57731/83715/7545/7080/1812/5728/23259/1742/321/55074/3236/5090/4887/2257	21
BP	GO:0006479	protein methylation	20/811	184/18866	1.3317271562450985e-4	0.011005896442472385	0.009438900492705403	55870/7468/402569/26147/7552/8473/7832/5926/4602/10498/22823/2145/23512/54790/57673/23067/25940/51504/4524/11107	20
BP	GO:0008213	protein alkylation	20/811	184/18866	1.3317271562450985e-4	0.011005896442472385	0.009438900492705403	55870/7468/402569/26147/7552/8473/7832/5926/4602/10498/22823/2145/23512/54790/57673/23067/25940/51504/4524/11107	20
BP	GO:0003007	heart morphogenesis	25/811	258/18866	1.3436648279759676e-4	0.011005896442472385	0.009438900492705403	23414/8313/51684/4208/7468/196528/51384/57534/89780/3549/53834/7049/28514/4853/7048/859/79633/4036/659/55081/90/10959/2296/4887/6092	25
BP	GO:0048705	skeletal system morphogenesis	23/811	228/18866	1.355005431768421e-4	0.011005896442472385	0.009438900492705403	93/8313/4209/4208/4087/50515/3549/51804/3340/23314/7048/6781/10498/55553/59338/55512/8817/659/7703/157506/3236/2296/389058	23
BP	GO:0048568	embryonic organ development	37/811	451/18866	1.3592939829348364e-4	0.011005896442472385	0.009438900492705403	23414/6299/51684/4208/196528/51384/57534/405/1855/89780/4087/50515/3549/51804/28514/51176/259236/3340/23314/5930/4853/7048/1750/7545/8648/2202/5013/2020/55081/7703/90/157506/3236/57053/10959/2296/5090	37
BP	GO:0048511	rhythmic process	28/811	305/18866	1.387491822677851e-4	0.01102652452405768	0.009456591592240703	55294/5599/8945/627/2099/2560/4862/128674/8473/1471/8851/8553/3737/6095/1859/4915/8451/2620/8204/7080/59338/5728/8648/5021/55366/10075/4887/6092	28
BP	GO:0086010	membrane depolarization during action potential	8/811	37/18866	1.4333029165431487e-4	0.01102652452405768	0.009456591592240703	781/7533/6334/6326/6323/288/775/859	8
BP	GO:0060485	mesenchyme development	27/811	290/18866	1.439395150788125e-4	0.01102652452405768	0.009456591592240703	221662/23414/8313/4208/51384/89780/4087/56983/51804/7049/80031/139285/51176/6386/2042/5979/7048/7080/1072/5728/9231/659/90/157506/23122/2296/6092	27
BP	GO:0043271	negative regulation of ion transport	18/811	157/18866	1.4497024274657508e-4	0.01102652452405768	0.009456591592240703	51719/116/4842/5741/285966/57120/288/5999/5581/3356/2917/65125/10550/6781/859/5728/1193/2257	18
BP	GO:0035050	embryonic heart tube development	12/811	80/18866	1.5018035983177018e-4	0.011086844211110093	0.009508323091516101	51684/4208/57534/89780/3549/28514/4853/7048/55081/90/10959/2296	12
BP	GO:2000300	regulation of synaptic vesicle exocytosis	12/811	80/18866	1.5018035983177018e-4	0.011086844211110093	0.009508323091516101	8573/9783/1855/6843/112476/3356/9162/1812/488/321/5413/23621	12
BP	GO:0072001	renal system development	27/811	292/18866	1.611918454458687e-4	0.011727290784612477	0.010057584254364654	93/4763/282679/2247/6299/4774/7369/4208/627/4087/51804/139285/28514/8549/23322/5228/2045/5979/4853/760/79633/90410/9231/55366/157506/2296/6092	27
BP	GO:0021543	pallium development	19/811	173/18866	1.6960165366185199e-4	0.012162861448321384	0.010431139300405635	25777/1021/4763/81565/89780/51176/8851/7832/4915/7080/23236/1812/5728/8648/79633/2145/2044/6867/93986	19
BP	GO:0071392	cellular response to estradiol stimulus	8/811	38/18866	1.7477795213552674e-4	0.012197833650633212	0.010461132235497973	2099/599/3015/3673/8886/8204/5458/9131	8
BP	GO:0018022	peptidyl-lysine methylation	16/811	132/18866	1.7494900853497832e-4	0.012197833650633212	0.010461132235497973	55870/7468/402569/26147/7552/8473/5926/4602/22823/2145/23512/54790/57673/23067/51504/11107	16
BP	GO:0018105	peptidyl-serine phosphorylation	28/811	310/18866	1.823760981703587e-4	0.012493293621825444	0.01071452524916462	51719/11235/5599/9201/9874/4842/627/1455/89780/6197/26524/8851/5581/1859/65125/57731/4915/5979/7048/9113/1812/1456/9530/5728/5144/83942/79012/1452	28
BP	GO:0003143	embryonic heart tube morphogenesis	11/811	70/18866	1.8416408924603245e-4	0.012493293621825444	0.01071452524916462	51684/4208/57534/89780/3549/28514/4853/7048/55081/90/10959	11
BP	GO:0060541	respiratory system development	21/811	204/18866	1.971307592939981e-4	0.013176026607012904	0.0113000521750226	23414/93/1896/2247/55294/4087/53834/51804/51176/4781/23322/7048/7080/55512/8817/9231/93986/659/157506/2252/7068	21
BP	GO:0009952	anterior/posterior pattern specification	22/811	219/18866	1.9947769365198819e-4	0.013176026607012904	0.0113000521750226	93/8313/389549/57534/1952/89780/4087/56983/28514/51176/8553/7832/5013/659/92/7703/23509/3236/10959/2296/5090/3226	22
BP	GO:0031346	positive regulation of cell projection organization	33/811	394/18866	2.107865450563774e-4	0.013742187742636552	0.011785604501443385	5756/116/22849/27/81565/627/2059/8724/482/4919/1855/89780/10602/3673/55704/2042/5898/4915/5979/83715/54874/10097/6453/9231/1946/5458/659/1742/25940/2150/6092/57463/127833	33
BP	GO:0035637	multicellular organismal signaling	21/811	206/18866	0.00022563483098607674	0.014521626301924427	0.012454068269002076	781/6334/6326/4842/482/6323/288/3737/3708/3673/57731/4915/775/1812/5144/8506/30820/488/27345/6543/2257	21
BP	GO:0017157	regulation of exocytosis	22/811	222/18866	2.4208351264829524e-4	0.015383028272081545	0.013192825672638608	8573/9783/10890/1855/6843/112476/6386/3356/5898/148281/9162/1812/55512/488/321/23122/7447/2150/5413/192683/23621/127833	22
BP	GO:0051051	negative regulation of transport	38/811	483/18866	2.5878594308054403e-4	0.016238817928304138	0.013926769831571383	51719/4763/116/51684/4842/29934/8724/5741/285966/57120/79693/112476/6386/288/5999/2042/5581/3356/51465/2917/65125/382/10550/6781/859/9530/5728/1742/5021/1193/55366/10956/7447/27236/55022/192683/4887/2257	38
BP	GO:0018209	peptidyl-serine modification	29/811	333/18866	2.6220420256029984e-4	0.016250186380897595	0.013936519668247256	51719/11235/5599/9201/9874/4842/627/1455/89780/56983/6197/26524/8851/5581/1859/65125/57731/4915/5979/7048/9113/1812/1456/9530/5728/5144/83942/79012/1452	29
BP	GO:0030534	adult behavior	16/811	137/18866	2.6940295654397025e-4	0.016492717583545494	0.014144519798008194	6623/2566/2059/6323/9378/3356/57731/7545/1812/5728/55074/3236/5090/27253/5413/2257	16
BP	GO:0001508	action potential	16/811	138/18866	2.9284432537977673e-4	0.017711789318150352	0.015190022711519174	781/7533/6334/6326/6323/288/3737/4915/775/859/1812/8506/488/27345/6543/2257	16
BP	GO:0060134	prepulse inhibition	5/811	15/18866	3.0366209436052054e-4	0.01799573007050725	0.015433536588042496	1855/9378/1812/5728/23621	5
BP	GO:0043267	negative regulation of potassium ion transport	8/811	41/18866	3.04708576891059e-4	0.01799573007050725	0.015433536588042496	51719/116/4842/288/5999/3356/859/5728	8
BP	GO:0001952	regulation of cell-matrix adhesion	15/811	125/18866	3.083499111040434e-4	0.017999029694677884	0.015436366418794829	8573/1021/4763/683/7414/1845/2042/340533/5295/9480/5728/2013/1946/71/23122	15
BP	GO:0060070	canonical Wnt signaling pathway	29/811	339/18866	3.528732572343334e-4	0.020361192543866133	0.01746220958364699	1896/8313/1540/8945/51384/1455/1855/89780/51527/5218/139285/26524/51176/10146/8549/65125/9113/5709/1456/5728/331/90410/1500/84133/55366/219287/1452/25960/5701	29
BP	GO:1902903	regulation of supramolecular fiber organization	31/811	373/18866	3.7030751996269416e-4	0.020804905584840567	0.017842747712727598	5756/57606/4208/2059/10391/10602/8851/5999/55704/5581/89848/1859/57731/5295/382/6249/9113/10097/859/1072/9530/22919/93663/119/71/23122/22843/27236/2150/6709/23616	31
BP	GO:0045137	development of primary sexual characteristics	22/811	229/18866	3.7393996836125587e-4	0.020804905584840567	0.017842747712727598	152006/23414/192670/116/6299/2099/51804/599/1471/5926/2620/8204/7080/59338/8648/4036/92/1602/157506/2296/1495/6092	22
BP	GO:0001947	heart looping	10/811	64/18866	3.758680375744626e-4	0.020804905584840567	0.017842747712727598	51684/4208/57534/89780/3549/28514/4853/7048/55081/10959	10
BP	GO:0003279	cardiac septum development	14/811	114/18866	3.812851222719785e-4	0.020804905584840567	0.017842747712727598	23414/6299/51684/7468/53834/7049/3340/57167/4853/7048/4036/659/90/6092	14
BP	GO:0043200	response to amino acid	14/811	114/18866	3.812851222719785e-4	0.020804905584840567	0.017842747712727598	22849/23677/599/64121/4915/210/1072/3843/8649/2742/9131/26012/57463/4524	14
BP	GO:0061053	somite development	12/811	89/18866	4.1587603092282634e-4	0.022448362099275143	0.019252212410575665	8313/57534/89780/56983/3549/51804/28514/51176/5930/23509/10959/2296	12
BP	GO:0021542	dentate gyrus development	5/811	16/18866	4.261256900596112e-4	0.022756925149992002	0.01951684291538421	1021/51176/7832/1812/5728	5
BP	GO:0060828	regulation of canonical Wnt signaling pathway	26/811	295/18866	4.4569667500063734e-4	0.023551550615823154	0.020198331310278192	1896/8313/1540/8945/1455/1855/89780/51527/5218/139285/26524/10146/8549/65125/9113/5709/1456/331/90410/1500/84133/55366/219287/1452/25960/5701	26
BP	GO:0060078	regulation of postsynaptic membrane potential	16/811	144/18866	4.7394980475817377e-4	0.02478362520714617	0.02125498576163301	116/2566/4208/627/1855/2560/9378/5999/9162/5728/1742/2742/6543/57053/84866/4887	16
BP	GO:0007265	Ras protein signal transduction	29/811	346/18866	4.928670769496232e-4	0.025397957642763713	0.02178185086158599	4763/27/2247/2059/5741/394/57826/55114/10602/8473/10146/4893/9908/5898/382/51209/4853/9162/1072/22800/9402/27314/9927/90627/51495/10276/2150/23616/57646	29
BP	GO:0007409	axonogenesis	37/811	482/18866	4.958167029862239e-4	0.025397957642763713	0.02178185086158599	81565/389549/9201/3800/627/10890/7414/5818/5306/1855/89780/3798/80031/9378/8851/288/4781/2042/2045/57731/4915/5979/5295/4853/7080/5728/2044/1946/5458/659/729920/575/323/6709/6092/57463/5797	37
BP	GO:0042176	regulation of protein catabolic process	32/811	397/18866	5.112370612558019e-4	0.02570237327334597	0.02204292444705075	9683/282679/9870/54467/55294/23163/27351/51684/8945/29934/8724/1855/139285/8473/1471/6386/10425/51465/210/9113/6815/5709/859/5728/4036/8450/575/1452/10956/10075/127544/5701	32
BP	GO:0003231	cardiac ventricle development	15/811	131/18866	5.119994675965333e-4	0.02570237327334597	0.02204292444705075	23414/6299/51684/4208/7468/53834/7049/57167/7048/4036/659/90/2296/4887/6092	15
BP	GO:0003205	cardiac chamber development	18/811	174/18866	5.177381104707012e-4	0.02573312192636554	0.022069295172747975	23414/6299/51684/4208/7468/53834/7049/3340/57167/4853/7048/859/4036/659/90/2296/4887/6092	18
BP	GO:0001822	kidney development	25/811	283/18866	5.502021186809445e-4	0.027078574860571976	0.023223185401497037	93/4763/282679/2247/6299/7369/4208/627/4087/51804/139285/28514/23322/5228/2045/5979/4853/760/79633/90410/9231/55366/157506/2296/6092	25
BP	GO:0048340	paraxial mesoderm morphogenesis	4/811	10/18866	5.78211930975786e-4	0.027713432788767704	0.023767653618381193	89780/4087/51176/2296	4
BP	GO:0003128	heart field specification	5/811	17/18866	5.824286517426801e-4	0.027713432788767704	0.023767653618381193	8313/4208/89780/4036/6092	5
BP	GO:0035020	regulation of Rac protein signal transduction	5/811	17/18866	5.824286517426801e-4	0.027713432788767704	0.023767653618381193	4763/55114/8473/382/23616	5
BP	GO:0060412	ventricular septum morphogenesis	8/811	45/18866	5.907046431072e-4	0.027713432788767704	0.023767653618381193	23414/7468/53834/7049/7048/659/90/6092	8
BP	GO:0098815	modulation of excitatory postsynaptic potential	8/811	45/18866	5.907046431072e-4	0.027713432788767704	0.023767653618381193	1855/9378/5999/5728/1742/6543/84866/4887	8
BP	GO:0001654	eye development	31/811	384/18866	6.053334623963079e-4	0.02813679612249505	0.024130739387922994	93/4763/10586/2247/51384/627/5818/3549/60436/28514/1471/340273/23554/23322/4915/5979/775/4853/7048/84287/2202/5458/93986/9927/659/157506/7068/2296/22926/5090/5797	31
