ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa05210	Colorectal cancer	10/399	86/8112	0.009265980447994175	0.16515247504366087	0.14343622984511106	2353/3845/5290/6934/6654/4087/5879/6198/5602/2932	10
hsa04550	Signaling pathways regulating pluripotency of stem cells	14/399	143/8112	0.010524584170971593	0.17716383354468845	0.15386818963408763	3720/7547/1432/3845/5290/4087/55183/4211/4090/7855/2932/5978/130399/7994	14
hsa05200	Pathways in cancer	38/399	531/8112	0.01192879845803433	0.190232943830758	0.16521881520823173	2353/10161/1436/1870/2113/6688/2254/5970/2252/6921/3845/5290/6934/2778/7187/6654/4087/8030/8822/7855/3091/5879/3570/6198/5602/317/3481/1441/51684/4286/6667/4824/817/2932/330/2034/331/7296	38
hsa05224	Breast cancer	14/399	147/8112	0.013218576543683972	0.20026143463681217	0.17392863873268385	2353/1870/2254/2252/3845/5290/6934/1452/6654/8822/7855/6198/6667/2932	14
hsa05221	Acute myeloid leukemia	8/399	67/8112	0.01639990763393238	0.22555179130730613	0.19589351338136718	1436/6688/5970/3845/5290/6934/6654/6198	8
hsa04657	IL-17 signaling pathway	10/399	94/8112	0.016746391691245525	0.22555179130730613	0.19589351338136718	1051/2353/1432/5970/7187/55540/5602/23118/6885/2932	10
hsa04664	Fc epsilon RI signaling pathway	8/399	68/8112	0.01781744436498309	0.22555179130730613	0.19589351338136718	1432/3845/5290/3635/10451/6654/5879/5602	8
hsa04621	NOD-like receptor signaling pathway	16/399	184/8112	0.018874497616484263	0.22555179130730613	0.19589351338136718	1432/5586/5970/23710/7187/118429/5602/7531/10135/23118/6885/330/55914/331/84674/4615	16
hsa04962	Vasopressin-regulated water reabsorption	6/399	44/8112	0.019750885741760545	0.22555179130730613	0.19589351338136718	1780/2778/64764/8766/51143/5878	6
hsa04140	Autophagy - animal	13/399	141/8112	0.021195896094158128	0.22555179130730613	0.19589351338136718	23710/3845/5290/9342/3091/6198/5602/5861/10325/9706/6885/6009/5516	13
hsa01522	Endocrine resistance	10/399	98/8112	0.021838336261688483	0.22555179130730613	0.19589351338136718	2353/1432/1870/3845/5290/2778/6654/6198/5602/6667	10
hsa05231	Choline metabolism in cancer	10/399	98/8112	0.021838336261688483	0.22555179130730613	0.19589351338136718	2353/3845/5290/6654/3091/5879/6198/5602/6667/6009	10
hsa04390	Hippo signaling pathway	14/399	157/8112	0.022289064739455317	0.22555179130730613	0.19589351338136718	23286/6934/4087/392255/7855/64398/7531/174/7532/2932/330/92597/5516/10207	14
hsa04120	Ubiquitin mediated proteolysis	13/399	142/8112	0.022331860525475856	0.22555179130730613	0.19589351338136718	8651/22954/9320/6921/996/26091/55070/7323/89910/330/9063/84447/331	13
hsa04012	ErbB signaling pathway	9/399	85/8112	0.023267241798684047	0.22741852467746018	0.19751478606692738	3845/5290/6654/6198/5602/57144/817/2932/10718	9
hsa04926	Relaxin signaling pathway	12/399	129/8112	0.024649062523927498	0.2333958107734385	0.20270610628229851	2353/1432/5970/3845/5290/2778/6654/4087/64764/5602/339403/409	12
hsa05161	Hepatitis B	14/399	162/8112	0.02828103489693905	0.23983320376911638	0.20829703297647767	2353/1432/1870/5970/3845/5290/7187/6654/64764/5602/317/23118/6885/4615	14
hsa00280	Valine, leucine and isoleucine degradation	6/399	48/8112	0.029164639606763104	0.23983320376911638	0.20829703297647767	4594/586/1962/5095/18/3157	6
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	9/399	89/8112	0.030301426614571164	0.23983320376911638	0.20829703297647767	2353/1432/5970/3845/5290/29126/3091/6198/4615	9
hsa04620	Toll-like receptor signaling pathway	10/399	104/8112	0.03146039076503883	0.23983320376911638	0.20829703297647767	2353/1432/5970/5290/7187/5879/5602/23118/6885/4615	10
hsa05226	Gastric cancer	13/399	149/8112	0.03159011491603745	0.23983320376911638	0.20829703297647767	1870/2254/2252/3845/5290/6934/1452/6654/4087/8822/7855/6198/2932	13
hsa05207	Chemical carcinogenesis - receptor activation	17/399	212/8112	0.03185754462113866	0.23983320376911638	0.20829703297647767	2353/2254/6197/5970/3840/2252/3845/5290/2778/6654/8822/64764/9970/3836/6198/409/331	17
hsa04071	Sphingolipid signaling pathway	11/399	119/8112	0.031945896949747005	0.23983320376911638	0.20829703297647767	1432/1901/6609/53637/5970/3845/5290/5879/5602/81537/5516	11
hsa04935	Growth hormone synthesis, secretion and action	11/399	119/8112	0.031945896949747005	0.23983320376911638	0.20829703297647767	2353/1432/8651/3845/5290/2778/6654/64764/8835/5602/2932	11
hsa05212	Pancreatic cancer	8/399	76/8112	0.03245267773773522	0.23983320376911638	0.20829703297647767	1870/5970/3845/5290/4087/5879/6198/5602	8
hsa04310	Wnt signaling pathway	14/399	167/8112	0.03538289352529789	0.2491461326524662	0.21638538531567328	7091/6934/1452/57680/80319/7855/340419/5879/5602/6885/817/2932/2487/84133	14
hsa04014	Ras signaling pathway	18/399	232/8112	0.03678773200116745	0.2491461326524662	0.21638538531567328	1436/2113/2254/5970/2252/3845/5290/6654/8822/5879/5908/5602/3481/23179/627/57144/382/5878	18
hsa05225	Hepatocellular carcinoma	14/399	168/8112	0.036945007694862884	0.2491461326524662	0.21638538531567328	196528/1870/3845/6597/5290/6934/1452/6654/4087/7855/6198/3481/2932/7296	14
hsa04910	Insulin signaling pathway	12/399	137/8112	0.03700190088898013	0.2491461326524662	0.21638538531567328	8651/5577/3845/5290/6654/8835/6198/5602/6009/2932/5575/5573	12
hsa05162	Measles	12/399	139/8112	0.040673555554976835	0.2679149420251735	0.23268624459368903	2353/5970/5290/7187/5602/317/23118/6885/2932/30835/3304/4615	12
hsa04151	PI3K-Akt signaling pathway	25/399	354/8112	0.04273929327725777	0.2755320396384916	0.23930175407199203	10161/1436/23678/2254/5586/5970/2252/3845/5290/6654/8822/64764/5879/3570/6198/3481/4602/7531/1441/3694/627/6009/7532/2932/5516	25
hsa05160	Hepatitis C	13/399	157/8112	0.04525671823527264	0.27761090130613353	0.24110726186045991	3434/1870/5970/3845/5290/7187/6654/317/7531/7532/9073/2932/5516	13
hsa00450	Selenocompound metabolism	3/399	17/8112	0.04806787045459024	0.27761090130613353	0.24110726186045991	118672/22929/7296	3
hsa00910	Nitrogen metabolism	3/399	17/8112	0.04806787045459024	0.27761090130613353	0.24110726186045991	23632/767/2752	3
hsa05145	Toxoplasmosis	10/399	112/8112	0.04847178854038506	0.27761090130613353	0.24110726186045991	1432/8651/5970/5602/23118/6885/330/3304/331/4615	10
hsa04666	Fc gamma R-mediated phagocytosis	9/399	97/8112	0.048559002538696626	0.27761090130613353	0.24110726186045991	4651/5290/3635/10451/5879/10094/6198/382/1073	9
hsa05215	Prostate cancer	9/399	97/8112	0.048559002538696626	0.27761090130613353	0.24110726186045991	1870/5970/3845/5290/6934/6654/64764/4824/2932	9
hsa04340	Hedgehog signaling pathway	6/399	56/8112	0.055810775453798665	0.31316046226853694	0.27198233651948667	1455/91653/1452/51684/2932/409	6
hsa00630	Glyoxylate and dicarboxylate metabolism	4/399	30/8112	0.05753112741079371	0.31694421100855447	0.27526855220475466	4594/2752/5095/55902	4
hsa05134	Legionellosis	6/399	57/8112	0.05991537526030423	0.3183904385490213	0.27652461225379654	5970/317/5861/51128/3304/4615	6
hsa04916	Melanogenesis	9/399	101/8112	0.059952720918556586	0.3183904385490213	0.27652461225379654	3845/6934/7306/2778/64764/7855/4286/817/2932	9
hsa04137	Mitophagy - animal	7/399	72/8112	0.06275668022932576	0.3183904385490213	0.27652461225379654	5970/23710/3845/3091/5602/4286/6667	7
hsa05218	Melanoma	7/399	72/8112	0.06275668022932576	0.3183904385490213	0.27652461225379654	1870/2254/2252/3845/5290/8822/4286	7
hsa05142	Chagas disease	9/399	102/8112	0.06304761159386561	0.3183904385490213	0.27652461225379654	2353/1432/5970/5290/2778/4087/5602/5516/4615	9
hsa04360	Axon guidance	14/399	182/8112	0.0642456747134759	0.3191219580030033	0.2771599426810868	9037/91653/3845/5290/85464/10500/5879/1808/25791/57144/817/2932/22885/1073	14
hsa04215	Apoptosis - multiple species	4/399	32/8112	0.06998962117558304	0.3420460518742203	0.29706969938702477	5602/317/330/331	4
hsa05169	Epstein-Barr virus infection	15/399	202/8112	0.07242240715917682	0.3483172915750885	0.30251632063148215	1432/1870/79685/5970/5290/7187/9020/5879/5602/317/23118/6885/956/5706/4615	15
hsa05133	Pertussis	7/399	76/8112	0.07909389200835848	0.373081381663431	0.3240241285942601	2353/1432/5970/5602/3394/4615/1073	7
hsa00770	Pantothenate and CoA biosynthesis	3/399	21/8112	0.08147712447573323	0.373081381663431	0.3240241285942601	53354/586/5167	3
hsa04150	mTOR signaling pathway	12/399	156/8112	0.08245200125553202	0.373081381663431	0.3240241285942601	6197/3845/5290/51719/6654/253260/7855/6198/10325/9706/6009/2932	12
hsa04659	Th17 cell differentiation	9/399	108/8112	0.0837278348287568	0.373081381663431	0.3240241285942601	2353/1432/5970/6095/4087/3091/3570/5602/3662	9
hsa04931	Insulin resistance	9/399	108/8112	0.0837278348287568	0.373081381663431	0.3240241285942601	11001/6197/5970/5290/64764/6198/5602/2932/948	9
hsa04936	Alcoholic liver disease	11/399	142/8112	0.09018091399210305	0.3891018795476718	0.3379380576234773	1432/5970/6934/7187/9020/5602/23118/6885/2932/79966/4615	11
hsa04350	TGF-beta signaling pathway	8/399	94/8112	0.09059225903958584	0.3891018795476718	0.3379380576234773	9241/4087/392255/4090/6198/6667/130399/5516	8
hsa04110	Cell cycle	10/399	126/8112	0.09117568794681417	0.3891018795476718	0.3379380576234773	7465/1870/996/4087/10926/7029/7531/7532/2932/994	10
hsa04015	Rap1 signaling pathway	15/399	210/8112	0.09344748454294986	0.3932581641182473	0.3415478236218928	1436/1432/2254/2252/3845/11069/5290/2778/10451/8822/9693/5879/5908/889/5587	15
hsa05170	Human immunodeficiency virus 1 infection	15/399	212/8112	0.09924701877092032	0.4119431053094364	0.35777584272141427	7465/2353/1432/5970/6921/3845/5290/5879/6198/5602/23118/57144/6885/4615/1073	15
hsa05131	Shigellosis	17/399	247/8112	0.10065818714197984	0.4121544689732418	0.35795941373392554	1432/3020/5970/5290/55752/5879/10094/6198/5602/7323/23118/10325/6885/2017/2932/382/4615	17
hsa04670	Leukocyte transendothelial migration	9/399	114/8112	0.10804356220194918	0.4364959912958747	0.3791002182524532	1432/11069/5290/10451/3702/5879/7294/5908/9073	9
hsa04728	Dopaminergic synapse	10/399	132/8112	0.11475773245693274	0.45752095966382395	0.39736056944921316	2353/1432/2778/64764/5602/406/817/2932/409/5516	10
hsa04933	AGE-RAGE signaling pathway in diabetic complications	8/399	100/8112	0.11833981508154964	0.46567485674947456	0.4044422935117896	1432/5970/3845/5290/4087/2152/5879/5602	8
hsa04024	cAMP signaling pathway	15/399	221/8112	0.1280420898894037	0.49739427226268357	0.4319908565769355	2353/5970/11069/5290/2778/10451/64764/5879/5908/5602/6662/627/817/5350/4878	15
hsa04210	Apoptosis	10/399	136/8112	0.13221421042372244	0.5026797429775401	0.43658132966609353	2353/5970/3845/5290/9020/5602/317/330/6708/331	10
hsa05205	Proteoglycans in cancer	14/399	205/8112	0.13331328401276354	0.5026797429775401	0.43658132966609353	1432/3845/5290/10451/6654/4087/7855/3091/5879/6198/3481/2017/817/27250	14
hsa04152	AMPK signaling pathway	9/399	120/8112	0.13591706132839076	0.5026797429775401	0.43658132966609353	5290/51719/64764/6198/6885/6009/948/5516/79966	9
hsa04141	Protein processing in endoplasmic reticulum	12/399	171/8112	0.13603874232395474	0.5026797429775401	0.43658132966609353	29979/3337/5602/7323/10802/3309/51128/23471/84447/9695/3304/4287	12
hsa01040	Biosynthesis of unsaturated fatty acids	3/399	27/8112	0.14503226249775794	0.5250975209269408	0.4560513469923057	60481/6785/79966	3
hsa04218	Cellular senescence	11/399	156/8112	0.145571589959944	0.5250975209269408	0.4560513469923057	1432/1870/2113/5970/3845/5290/4087/678/6009/204851/286826	11
hsa01212	Fatty acid metabolism	5/399	57/8112	0.1474113871645603	0.5253485170042933	0.4562693390692143	60481/6785/1962/84869/79966	5
hsa04928	Parathyroid hormone synthesis, secretion and action	8/399	106/8112	0.15010427593748188	0.5253485170042933	0.4562693390692143	2353/2778/64764/4205/4208/6667/9935/409	8
hsa05202	Transcriptional misregulation in cancer	13/399	192/8112	0.15084264349628224	0.5253485170042933	0.4562693390692143	1051/1436/51274/6688/3020/5970/8013/4211/4208/4286/6667/330/905	13
hsa00240	Pyrimidine metabolism	5/399	58/8112	0.1552619774131871	0.5285885298448953	0.4590833158284657	151531/4830/221264/5167/956	5
hsa05213	Endometrial cancer	5/399	58/8112	0.1552619774131871	0.5285885298448953	0.4590833158284657	3845/5290/6934/6654/2932	5
hsa05167	Kaposi sarcoma-associated herpesvirus infection	13/399	194/8112	0.15919975598055897	0.5359725118012152	0.4654963625162543	2353/1432/1870/5970/3845/5290/6934/7187/1827/3091/5879/5602/2932	13
hsa03320	PPAR signaling pathway	6/399	75/8112	0.16265081223041927	0.5395708383341875	0.4686215375492336	11001/2169/1962/948/3157/79966	6
hsa05017	Spinocerebellar ataxia	10/399	143/8112	0.16594595234014328	0.5395708383341875	0.4686215375492336	342371/5290/6310/6095/5602/5695/9706/6667/4287/5706	10
hsa05222	Small cell lung cancer	7/399	92/8112	0.1661748593428425	0.5395708383341875	0.4686215375492336	1870/5970/5290/7187/317/330/331	7
hsa04066	HIF-1 signaling pathway	8/399	109/8112	0.16739161321258622	0.5395708383341875	0.4686215375492336	5970/6921/5290/3091/3570/6198/817/4878	8
hsa04630	JAK-STAT signaling pathway	11/399	162/8112	0.17377627503512758	0.5532227078149605	0.48047829408976944	8651/5771/5290/6654/8835/3570/1441/9306/2273/9063/11009	11
hsa05100	Bacterial invasion of epithelial cells	6/399	77/8112	0.177104299201489	0.5532227078149605	0.48047829408976944	5290/55752/5879/10094/26052/2017	6
hsa05140	Leishmaniasis	6/399	77/8112	0.177104299201489	0.5532227078149605	0.48047829408976944	2353/1432/5970/23118/6885/4615	6
hsa00290	Valine, leucine and isoleucine biosynthesis	1/399	4/8112	0.18273117031267383	0.5649749449463283	0.4906852049212509	586	1
hsa04810	Regulation of actin cytoskeleton	14/399	218/8112	0.18578884296557252	0.5686264587734189	0.49385657353953355	2254/2252/3845/5290/85464/10451/6654/8822/5305/5879/10094/3694/57144/1073	14
hsa04930	Type II diabetes mellitus	4/399	46/8112	0.1887985145973073	0.5713827393959731	0.4962504250442705	8651/5290/8835/5602	4
hsa01521	EGFR tyrosine kinase inhibitor resistance	6/399	79/8112	0.19205747045239577	0.5713827393959731	0.4962504250442705	3845/5290/6654/3570/6198/2932	6
hsa04072	Phospholipase D signaling pathway	10/399	148/8112	0.19234666474715925	0.5713827393959731	0.4962504250442705	10161/3845/11069/5290/2778/6654/2918/26052/6009/382	10
hsa04068	FoxO signaling pathway	9/399	131/8112	0.19552113829371268	0.5751738340096596	0.49954302067887757	1432/23678/1901/23710/3845/5290/6654/5602/80854	9
hsa04261	Adrenergic signaling in cardiomyocytes	10/399	150/8112	0.203401038709784	0.5926011031640822	0.5146787416745546	785/7168/1432/11069/2778/64764/817/5350/6332/5516	10
hsa04136	Autophagy - other	3/399	32/8112	0.2068288989208957	0.5968491083145847	0.5183681677215431	23710/9706/5516	3
hsa05163	Human cytomegalovirus infection	14/399	225/8112	0.21764860031099342	0.6221464707002925	0.5403391268892588	1432/1870/5970/3845/5290/2778/6654/64764/5879/3570/6198/6667/6009/2932	14
hsa05030	Cocaine addiction	4/399	49/8112	0.21977507132684682	0.6223537066545288	0.5405191129533862	5970/2778/64764/627	4
hsa04979	Cholesterol metabolism	4/399	50/8112	0.230390223445358	0.6463725713328099	0.561379686757695	27329/6272/1071/948	4
hsa04914	Progesterone-mediated oocyte maturation	7/399	102/8112	0.23561641123541727	0.6493819313321513	0.5639933397013647	1432/6197/3845/5290/996/5602/994	7
hsa04062	Chemokine signaling pathway	12/399	192/8112	0.23574921599517043	0.6493819313321513	0.5639933397013647	6357/5970/3845/5290/10451/6654/3702/5879/5908/10803/2932/409	12
hsa04919	Thyroid hormone signaling pathway	8/399	121/8112	0.24454296455310023	0.6621246593807059	0.5750604997226906	3845/5290/1827/3091/116931/6009/2932/5350	8
hsa05418	Fluid shear stress and atherosclerosis	9/399	139/8112	0.2447457486819771	0.6621246593807059	0.5750604997226906	2353/1432/5970/5290/4205/5879/5602/4208/6885	9
hsa04625	C-type lectin receptor signaling pathway	7/399	104/8112	0.2505471127907856	0.6718210192531685	0.5834818649063476	1432/5970/3845/5290/9020/5602/30835	7
hsa00500	Starch and sucrose metabolism	3/399	36/8112	0.25975263465145904	0.6764239000707586	0.5874795032749337	2992/5167/283209	3
hsa04622	RIG-I-like receptor signaling pathway	5/399	70/8112	0.26063658636278886	0.6764239000707586	0.5874795032749337	1432/5970/7187/5602/6885	5
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	5/399	70/8112	0.26063658636278886	0.6764239000707586	0.5874795032749337	1432/5970/9020/5879/5602	5
hsa00440	Phosphonate and phosphinate metabolism	1/399	6/8112	0.26119338715603546	0.6764239000707586	0.5874795032749337	85465	1
hsa04211	Longevity regulating pathway	6/399	89/8112	0.27296122531647987	0.6958074926050636	0.6043143065876877	5970/3845/5290/64764/6198/6009	6
hsa05216	Thyroid cancer	3/399	37/8112	0.27327092943895237	0.6958074926050636	0.6043143065876877	3845/6934/8030	3
hsa01524	Platinum drug resistance	5/399	73/8112	0.2893174900229221	0.7305266623078783	0.6344681798748293	5290/317/1244/330/331	5
hsa00900	Terpenoid backbone biosynthesis	2/399	22/8112	0.29512522888940373	0.7334578259531285	0.6370139186669521	57107/3157	2
hsa05415	Diabetic cardiomyopathy	12/399	203/8112	0.2969548815350724	0.7334578259531285	0.6370139186669521	1432/5970/5290/4698/4087/5879/5602/6667/817/2932/5350/948	12
hsa05166	Human T-cell leukemia virus 1 infection	13/399	222/8112	0.29774030558493336	0.7334578259531285	0.6370139186669521	2353/1870/2113/6688/5970/3845/5290/996/4087/9020/64764/5602/331	13
hsa04912	GnRH signaling pathway	6/399	93/8112	0.3074217421280475	0.7482124745923052	0.6498284476222905	1432/3845/2778/6654/5602/817	6
hsa05214	Glioma	5/399	75/8112	0.30874514895805577	0.7482124745923052	0.6498284476222905	1870/3845/5290/6654/817	5
hsa00515	Mannose type O-glycan biosynthesis	2/399	23/8112	0.31360720882251736	0.7482124745923052	0.6498284476222905	729920/55624	2
hsa03430	Mismatch repair	2/399	23/8112	0.31360720882251736	0.7482124745923052	0.6498284476222905	5983/29935	2
hsa05220	Chronic myeloid leukemia	5/399	76/8112	0.3185291148027259	0.7505084129306758	0.6518224882149347	1870/5970/3845/5290/6654	5
hsa04530	Tight junction	10/399	169/8112	0.31952338372296096	0.7505084129306758	0.6518224882149347	9693/5879/10094/5602/64398/2017/9073/5516/10207/91862	10
hsa04370	VEGF signaling pathway	4/399	59/8112	0.33009002164083623	0.7624119692640904	0.6621608209693334	1432/3845/5290/5879	4
hsa04977	Vitamin digestion and absorption	2/399	24/8112	0.33198097095654233	0.7624119692640904	0.6621608209693334	5948/9227	2
hsa00740	Riboflavin metabolism	1/399	8/8112	0.3321398677982176	0.7624119692640904	0.6621608209693334	5167	1
hsa04726	Serotonergic synapse	7/399	115/8112	0.3368072113098499	0.7665800680188042	0.6657808476800453	3358/3845/2561/2778/121278/1557/1559	7
hsa04730	Long-term depression	4/399	60/8112	0.3414204834661369	0.7665800680188042	0.6657808476800453	3845/2778/2895/5516	4
hsa00380	Tryptophan metabolism	3/399	42/8112	0.34154557485986325	0.7665800680188042	0.6657808476800453	121278/6999/1962	3
hsa04750	Inflammatory mediator regulation of TRP channels	6/399	98/8112	0.3514431245244428	0.766653228548072	0.6658443881779331	1432/3358/5290/2778/5602/817	6
hsa04144	Endocytosis	14/399	251/8112	0.352363797158248	0.766653228548072	0.6658443881779331	22841/51028/4087/55680/10094/26052/23362/8766/382/5878/3304/409/23325/23527	14
hsa04932	Non-alcoholic fatty liver disease	9/399	155/8112	0.3531636664264584	0.766653228548072	0.6658443881779331	2353/1432/5970/5290/4698/5879/3570/5602/2932	9
hsa04934	Cushing syndrome	9/399	155/8112	0.3531636664264584	0.766653228548072	0.6658443881779331	1870/6934/2778/64764/7855/5908/6667/817/2932	9
hsa04714	Thermogenesis	13/399	232/8112	0.35422921451066036	0.766653228548072	0.6658443881779331	1432/6197/3845/6597/2778/4698/6654/64764/6198/6009/55818/4878/79133	13
hsa04213	Longevity regulating pathway - multiple species	4/399	62/8112	0.3641053304298344	0.7808217808171268	0.6781498878036537	3845/5290/6198/3304	4
hsa00790	Folate biosynthesis	2/399	26/8112	0.3682713836139384	0.7808217808171268	0.6781498878036537	5805/121278	2
hsa04915	Estrogen signaling pathway	8/399	138/8112	0.3685066490325054	0.7808217808171268	0.6781498878036537	2353/3845/5290/2778/6654/64764/6667/3304	8
hsa05217	Basal cell carcinoma	4/399	63/8112	0.37544033813252264	0.7864945059029875	0.6830766943746636	6934/7855/51684/2932	4
hsa04146	Peroxisome	5/399	82/8112	0.37777257305471623	0.7864945059029875	0.6830766943746636	84188/11001/5830/225/1962	5
hsa02010	ABC transporters	3/399	45/8112	0.382406412250306	0.7864945059029875	0.6830766943746636	10060/1244/225	3
hsa03022	Basal transcription factors	3/399	45/8112	0.382406412250306	0.7864945059029875	0.6830766943746636	6879/27097/2957	3
hsa00062	Fatty acid elongation	2/399	27/8112	0.3861305133032328	0.7864945059029875	0.6830766943746636	60481/6785	2
hsa04929	GnRH secretion	4/399	64/8112	0.38675802435493445	0.7864945059029875	0.6830766943746636	3782/3845/5290/409	4
hsa03050	Proteasome	3/399	46/8112	0.3959139399935381	0.7997461587869469	0.6945858596377861	51371/5695/5706	3
hsa04510	Focal adhesion	11/399	201/8112	0.4021000945847781	0.8027936999526846	0.697232673226233	5290/10451/6654/5879/5908/5602/3694/57144/2932/330/331	11
hsa00970	Aminoacyl-tRNA biosynthesis	4/399	66/8112	0.4093063011682426	0.8027936999526846	0.697232673226233	79587/118672/4677/55157	4
hsa00620	Pyruvate metabolism	3/399	47/8112	0.40934215139258456	0.8027936999526846	0.697232673226233	134526/97/55902	3
hsa05208	Chemical carcinogenesis - reactive oxygen species	12/399	223/8112	0.4167137647418015	0.8027936999526846	0.697232673226233	2353/1432/5970/3845/5290/4698/6654/9020/3091/5879/5602/5587	12
hsa04911	Insulin secretion	5/399	86/8112	0.41729916179320625	0.8027936999526846	0.697232673226233	3782/11069/2778/64764/817	5
hsa04720	Long-term potentiation	4/399	67/8112	0.4205201764260429	0.8027936999526846	0.697232673226233	6197/3845/5908/817	4
hsa00591	Linoleic acid metabolism	2/399	29/8112	0.4211562354179347	0.8027936999526846	0.697232673226233	1557/1559	2
hsa04392	Hippo signaling pathway - multiple species	2/399	29/8112	0.4211562354179347	0.8027936999526846	0.697232673226233	23286/92597	2
hsa05203	Viral carcinogenesis	11/399	204/8112	0.4212679811632899	0.8027936999526846	0.697232673226233	3190/5970/3845/5290/7187/64764/9734/5879/7531/7532/2957	11
hsa00600	Sphingolipid metabolism	3/399	49/8112	0.4359113630731989	0.814722484794788	0.7075929171398194	6609/81537/2581	3
hsa04672	Intestinal immune network for IgA production	3/399	49/8112	0.4359113630731989	0.814722484794788	0.7075929171398194	57379/9020/10803	3
hsa04540	Gap junction	5/399	88/8112	0.4369257802795763	0.814722484794788	0.7075929171398194	3358/3845/2778/6654/7280	5
hsa01523	Antifolate resistance	2/399	30/8112	0.4382830528764041	0.814722484794788	0.7075929171398194	5970/1244	2
hsa05031	Amphetamine addiction	4/399	69/8112	0.44278819089880517	0.8180781819654754	0.710507366654052	2353/2778/64764/817	4
hsa04727	GABAergic synapse	5/399	89/8112	0.4466855752178559	0.8202771472182445	0.7124171853554322	2554/23710/2561/2752/18	5
hsa00410	beta-Alanine metabolism	2/399	31/8112	0.4551301450311718	0.8257750535595512	0.7171921604651306	1962/18	2
hsa04710	Circadian rhythm	2/399	31/8112	0.4551301450311718	0.8257750535595512	0.7171921604651306	6095/406	2
hsa05165	Human papillomavirus infection	17/399	331/8112	0.46303535022790154	0.8271814195177427	0.7184136004149234	5970/3845/5290/6934/2778/7187/1452/6654/64764/7855/6198/64398/3694/6009/2932/5516/10207	17
