ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
rno04310,Wnt signaling pathway,84/2705,168/8998,3.7570111920227854e-8,1.181750793127167e-6,6.830929440041428e-7,312563/83721/287357/25682/315196/293649/64558/84424/100360552/65027/25031/282582/24654/312781/689616/25272/116549/289229/117273/24205/308068/29748/25537/295445/114850/24675/140941/84402/170915/499918/116466/309377/84353/295691/24882/315294/311658/83824/64033/64512/679869/83837/25335/289144/365755/361400/84426/497961/313228/24881/25400/286994/25565/299802/500485/116554/114487/364952/78973/58868/363913/24516/314212/503000/362550/679110/171140/113927/24842/302711/303251/50554/25193/303181/312451/80722/363875/140585/81717/24245/24681/498997/362770/58919,84
rno04724,Glutamatergic synapse,62/2705,114/8998,4.574937049933474e-8,1.3191068493974848e-6,7.624895083222457e-7,25289/81636/24412/116638/29628/25031/24410/24957/366432/25643/24414/24654/58979/29629/296091/116590/81666/65040/252919/29748/50592/24675/24398/170567/25398/171093/25372/84420/24419/691907/25679/60590/59312/79218/245986/24408/50664/81667/685451/29642/50599/81672/24416/24406/25096/25262/24415/114120/24418/298521/114117/25550/81678/25686/29495/24417/24681/29716/29547/680149/84012/25238,62
rno04928,"Parathyroid hormone synthesis, secretion and action",58/2705,105/8998,5.9450472110150796e-8,1.5822971807778598e-6,9.146226478484738e-7,406169/54278/25289/24790/81636/114700/85471/293649/116469/25031/81707/25643/24654/312781/78966/64363/83513/25638/117273/116590/81666/83504/367218/314322/24518/314638/24247/362165/84420/25679/499497/309957/114851/24626/303634/25271/81518/25548/246234/24224/500131/24329/291848/25096/25279/25262/293024/171052/24695/25433/54264/81662/81647/80722/170851/81678/25686/24681,58
rno04020,Calcium signaling pathway,109/2705,238/8998,1.5759481244819786e-7,3.894843221934033e-6,2.251354463545684e-6,50672/309000/81636/25689/294560/114110/25267/24412/140447/246215/25031/25369/686019/24414/25505/24654/300999/304592/25114/288057/29691/140693/25229/29348/81666/308589/117087/114115/50646/29748/25706/114098/24675/25317/24448/83531/682930/24611/25398/361618/312981/81529/287745/114111/140448/29209/117558/24316/170582/84420/24242/24244/50663/64561/25679/24629/79429/100911165/25041/25187/25342/25668/24716/24408/29693/257648/25400/100909648/25195/25645/24326/24329/25262/309242/56827/171140/24628/65032/24807/81662/29316/24418/282819/89811/83532/308451/54234/288371/79247/25054/81678/25324/361377/25738/366274/24245/113995/24681/24925/25050/29716/292168/29659/170579/25107/25313/689560/116499/54260,109
rno04015,Rap1 signaling pathway,99/2705,213/8998,2.4557740762289196e-7,5.664652202501374e-6,3.274365434971893e-6,25289/81636/81531/114110/171337/366508/25267/114705/25482/25031/25369/24410/81822/311163/25643/24654/24505/315776/25114/310533/94203/685269/155918/24185/308995/361568/29348/81649/117273/83805/116590/81666/89805/54355/307403/24954/24482/113970/25317/245903/361517/114111/313494/170582/84420/84353/24242/24244/50663/24525/24629/25248/59326/79429/170911/25513/25414/84006/24408/292658/50664/116546/287876/362317/25261/60427/252857/24329/24596/84358/64030/295347/24628/24511/81757/307237/26955/29316/78965/366492/362279/295378/89811/116744/89807/170851/303200/363875/25686/303141/500261/64303/89804/25738/361442/24681/170579/25313/116499,99
rno04144,Endocytosis,121/2705,274/8998,3.851376844365175e-7,8.328602425939692e-6,4.81422105545647e-6,288666/362162/25151/361787/414784/414788/306380/83709/25479/685244/25267/84357/297518/25751/65218/289820/288669/360725/54227/314641/360521/288779/25114/311030/307500/117028/681059/59075/298584/360620/117273/83805/500906/192204/117538/171381/362118/171565/500985/296380/140940/691149/59077/362814/171136/362298/309376/315713/192249/25372/311024/81637/312502/365865/296710/314764/79434/308578/83800/360854/79121/300472/81732/307833/684097/679886/54241/290635/171574/287873/84006/313409/303337/297995/363425/361512/362919/316611/292640/363720/24329/309451/79128/361617/117277/25096/81760/313772/364419/301511/79119/690516/84471/307237/282834/293154/312915/362279/362738/498650/363478/311567/59076/60460/501083/305367/25404/361120/361846/246772/287645/363487/362300/29324/116743/246324/619382/25238/365024/116691/314961,121
rno04728,Dopaminergic synapse,67/2705,132/8998,4.376424163942389e-7,8.78902530820768e-6,5.08036144983103e-6,406169/315648/29628/25750/25031/24410/50686/116560/25643/24654/58979/29629/24185/25272/81649/81666/25549/50592/360616/246255/24675/29657/117281/24611/25398/314322/314638/24316/311024/362165/309179/24242/24244/50663/117256/25679/117104/363193/60447/79218/81574/245986/24668/50664/257648/25400/81667/25195/25085/685451/116554/50599/500131/24311/25262/363122/171140/114120/81647/114117/299147/81678/25686/24245/24681/29716/680149,67
rno04921,Oxytocin signaling pathway,76/2705,155/8998,4.5723253048479263e-7,8.78902530820768e-6,5.08036144983103e-6,25289/81636/24602/685867/25297/116649/25031/81822/116560/25643/24654/499076/288057/296091/117273/83805/116590/81666/306243/29748/64562/25537/24675/276720/682930/25520/314322/114509/140726/25399/117558/84420/58942/24242/24244/50663/691907/24525/25679/311658/100911165/499497/114851/298947/25342/361400/24668/25668/50664/287876/25400/83506/29712/29527/497757/50599/24329/314436/25262/24516/78975/171140/29658/24603/116600/170851/84583/300992/81678/25686/24245/24681/25050/29716/689560/58919,76
rno04390,Hippo signaling pathway,77/2705,158/8998,5.253793984802043e-7,9.567435361797403e-6,5.53030945768636e-6,85272/300289/83721/287357/315196/315648/64558/100360552/81822/140581/282582/252833/29753/24205/308068/246255/114850/25317/85265/252835/117281/116466/56010/25577/25554/56011/360920/84353/64462/24882/117256/117104/315294/317673/64033/64512/679869/307505/257646/295062/24668/25744/297357/84006/81507/84426/308582/363140/287876/24881/25261/25576/114487/364952/25296/58868/363913/305922/81516/60371/307237/362279/303251/50554/25193/303181/25587/25252/312451/299116/29495/25671/305025/499593/304729/140590/58919,77
rno05205,Proteoglycans in cancer,95/2705,207/8998,8.744649836428006e-7,1.512824421702045e-5,8.744649836428007e-6,24483/296456/287357/25236/315196/366508/64558/100360552/25482/361696/29560/81822/293860/282582/84352/499076/64363/25385/24185/361568/303991/56718/81649/117273/83805/116590/315655/500985/25537/24482/114850/24771/25125/81521/29431/116466/81504/360820/84353/25622/24882/361388/24525/25679/25216/315294/367072/170911/24782/64512/25513/85489/114851/24668/288077/287765/84426/81745/287876/24881/25400/363425/64031/365355/25614/313845/114487/25406/24329/314436/83840/25262/58868/363913/315346/25615/314850/171140/25433/24511/361833/24842/295378/303181/25404/170851/81678/25358/363875/25738/24245/24681/25273/300253/58919,95
rno04934,Cushing syndrome,76/2705,158/8998,1.1884386704802537e-6,1.9580941904103225e-5,1.131846352838337e-5,406169/25289/24790/24708/25242/83721/287357/81636/315606/171337/315196/29417/64558/100360552/100362634/25031/114483/25643/282582/24654/399489/29553/116590/24470/81666/24205/114850/294930/362817/682930/116466/25690/314638/362165/84420/84353/24882/25679/315294/81648/64512/679869/25469/114851/84426/24881/25400/64455/29680/114487/500131/24329/25262/58868/363913/362485/56827/291105/295347/24298/171140/25729/81662/170899/303251/303181/81647/312451/170851/81678/25686/24245/304947/29716/58919/83826,76
rno05214,Glioma,42/2705,74/8998,1.504935394318852e-6,2.3668529383378308e-5,1.368123085744411e-5,24708/366508/25267/116502/114483/399489/64363/24185/299626/25112/56718/116590/24482/81504/679845/314612/24242/24244/50663/24525/24629/50557/170911/25513/114851/25400/313845/24329/171525/291105/171140/24628/24842/100362121/85385/170851/25738/24245/24681/25050/25313/58919,42
rno05135,Yersinia infection,66/2705,135/8998,2.927044415154624e-6,4.258124187287736e-5,2.4613434608599634e-5,65172/311786/366508/297518/207122/289820/288669/84351/54227/314641/81822/24931/155918/24185/360620/25272/81649/117273/83805/116590/81666/25493/117538/50646/315139/25537/311144/362298/117542/314322/360820/365865/296710/311658/367072/360854/79121/170911/81732/25513/361400/25414/287876/363855/24494/301348/298784/25614/116554/315346/24516/301511/24511/116562/25325/295378/363328/308267/363520/317203/170851/303200/363875/25738/299827/292892,66
rno04012,ErbB signaling pathway,46/2705,85/8998,2.953612153031956e-6,4.258124187287736e-5,2.4613434608599634e-5,64022/366508/311450/316369/361696/64363/24185/25272/56718/83805/116590/500985/171136/24918/29431/81504/679845/314612/361388/498596/24525/170911/25513/114851/25400/363855/25614/313845/116554/304883/24329/314436/83840/24516/171140/25433/311860/296078/85385/170851/25738/24245/292756/24681/432361/25313,46
rno05226,Gastric cancer,72/2705,151/8998,3.373188856902955e-6,4.66849337795369e-5,2.698551085522364e-5,24708/83721/287357/315196/366508/293649/64558/100360552/116502/361696/282582/312781/399489/64363/24185/299626/24706/25112/29348/56718/116590/24205/114850/25317/362817/116466/81504/679845/314612/170582/84353/24882/361388/24525/315294/170911/64512/25513/679869/307505/114851/297357/84426/24881/25271/313845/24224/114487/24329/83840/58868/363913/362485/171525/291105/24646/679110/25729/113927/24842/100362121/303251/50554/303181/85385/312451/66019/170851/170579/25313/116499/58919,72
rno05231,Choline metabolism in cancer,51/2705,98/8998,4.03009217736972e-6,5.3631226668073974e-5,3.1000709056690154e-5,24790/366508/25267/314641/85426/361696/29560/100361138/24855/24185/140544/296091/25272/56718/116590/314322/81504/361076/365865/691907/24525/29504/24629/286936/79429/170911/25513/192270/362219/81745/64037/54248/313845/116554/24329/25096/83840/60445/29194/24516/368088/24628/81821/170851/29726/365962/363875/25738/24681/688705/25313,51
rno05165,Human papillomavirus infection,145/2705,353/8998,4.708184396427458e-6,6.033451115421854e-5,3.487543997353673e-5,362788/296456/24708/83721/287357/361787/414784/414788/290905/313575/364786/315196/366508/315648/315744/361821/64558/252921/100360552/29195/25630/84351/116502/361696/140581/114483/282582/304913/84352/399489/24855/79225/685269/297932/25385/24185/117596/24477/56718/307582/116590/362584/685004/24205/297893/679028/246255/114850/313658/362817/311144/192362/117281/170915/116466/81758/81504/361585/360820/29757/314638/311061/362165/170905/84353/309179/24882/24525/117256/117104/363193/24629/315294/50557/64033/170911/64512/155430/25513/679869/25473/363265/114851/100361294/170667/84006/84426/362414/24881/116455/316626/24718/64044/360606/25614/681309/29527/313845/362285/288774/298103/114487/500131/24329/83840/58868/84023/363122/60445/363913/362485/315346/25496/305104/367313/25625/306628/117036/24511/25729/297797/113927/24842/307237/29492/362279/315119/303251/363328/25193/303181/25252/312451/299147/170851/29577/500261/305078/25313/303101/155437/299827/29146/58919/292892,145
rno05222,Small cell lung cancer,48/2705,92/8998,7.017002448211168e-6,8.671010168146658e-5,5.012144605865121e-5,362788/296456/24708/311786/290905/366508/84351/116502/114483/399489/685269/24185/299626/24706/25112/307582/25493/362817/192362/63879/50557/170911/25513/25473/363265/114851/25271/498709/58918/360606/25614/29527/24224/362485/171525/291105/306628/117036/60371/24511/25729/24842/100362121/78963/305078/60661/24888/58919,48
rno04722,Neurotrophin signaling pathway,59/2705,120/8998,7.747912629593205e-6,9.244061275307756e-5,5.3433880204091066e-5,116667/294515/171337/366508/84351/84469/29753/25385/24185/25272/81649/117273/116590/25493/114509/81504/679845/289014/314612/89817/25622/24242/24244/50663/316241/361388/24525/170911/25513/81745/303604/25400/363855/170538/313845/116554/24224/24225/81737/24596/24516/295347/314850/171140/311860/81751/24842/170820/85385/25054/363520/317203/170851/25467/363875/25738/24245/25050/116478,59
rno05223,Non-small cell lung cancer,40/2705,73/8998,8.661489524383097e-6,9.989584584788505e-5,5.774326349588732e-5,24708/294515/311622/366508/116502/114483/399489/64363/24185/299626/24706/25112/116590/54355/24918/25125/81504/311024/24525/170911/313861/25513/266802/114851/24716/81745/363140/25271/58918/313845/24329/171525/291105/24842/100362121/170851/25738/24681/25313/58919,40
rno04725,Cholinergic synapse,56/2705,113/8998,9.697140100310014e-6,1.0823259595829888e-4,6.256219419554848e-5,25289/81636/366508/116649/25031/85426/25643/24654/58979/298496/25103/24185/25229/81721/116590/81666/25590/25101/276720/682930/25398/54239/314322/314638/362165/84420/24525/25679/170911/25513/79218/298947/245986/50664/257648/25400/81667/29712/685451/24224/50599/500131/60422/25262/171140/114120/81662/114117/170851/81678/25686/24245/24681/25050/29716/680149,56
rno00564,Glycerophospholipid metabolism,50/2705,98/8998,1.0324027059483358e-5,1.1162854258066381e-4,6.4525169121771e-5,289733/362702/360753/406165/25062/100361138/367415/140544/83510/311821/296091/287644/290843/312828/361076/305166/114101/310773/690388/691907/679692/363159/286936/362434/192270/362219/361527/303698/54248/29354/366196/25096/680466/361401/29194/313997/368088/362792/170919/81821/81925/29653/313977/362713/89841/498741/294324/308309/309014/688705,50
rno01522,Endocrine resistance,48/2705,94/8998,1.4986272219499272e-5,1.5712879357414387e-4,9.082589223938953e-5,25289/24790/24708/81636/363026/84584/366508/361696/399489/497991/64363/171104/24185/25272/56718/81649/83805/116590/24482/314322/81504/25149/679845/314612/84420/24525/170911/25513/114851/25614/313845/116554/24224/24329/83840/24516/291105/25496/25433/24842/54299/29492/311332/85385/170851/84010/29146/58919,48
rno05032,Morphine addiction,47/2705,92/8998,1.8057749636250247e-5,1.837641580630172e-4,1.0622205668382498e-4,25289/81636/116560/25643/58979/29691/59075/25638/29707/29694/59077/25398/81529/25372/24316/84420/81658/79218/245986/24626/50664/257648/81667/81657/140675/29708/25601/685451/81744/24947/50599/81743/83612/63885/114120/140929/24922/59076/114117/25686/65187/24681/29290/29705/29709/680149/25238,47
rno05031,Amphetamine addiction,37/2705,68/8998,2.3083763092156175e-5,2.2547047274305813e-4,1.3032975303066944e-4,406169/29190/116470/24412/29628/25750/24410/29629/297893/25549/29748/50592/360616/24675/314322/314638/24316/362165/24242/24244/50663/24668/24408/309757/25400/54323/25085/500131/24311/24516/171140/100360880/81647/24245/24681/25050/29716,37
rno05132,Salmonella infection,107/2705,254/8998,2.34593555455205e-5,2.2547047274305813e-4,1.3032975303066944e-4,316226/311786/81531/310460/310097/366508/60627/294010/297518/25751/29489/296083/289820/288669/84351/116502/170714/54227/81822/293860/361959/84428/116659/24383/288779/501831/64373/289021/24185/361568/25272/361632/81649/117273/116590/303584/25493/500906/191568/294691/315139/317546/25537/171041/500133/362298/29431/314322/498234/311024/308961/84353/296710/360854/79121/315348/170911/79249/84589/315840/81732/289312/679869/298947/171455/287876/363855/361055/362504/24494/680127/679934/298784/64044/60350/116554/24224/361415/140734/299850/363448/24516/301511/79119/25625/60371/83462/81757/362273/64026/308267/299331/363520/312689/312451/290798/170851/303200/363875/81655/191572/301085/64303/309159/24699/116691/501203,107
rno04024,cAMP signaling pathway,95/2705,221/8998,2.575707462179396e-5,2.4086345457137055e-4,1.3922743038807548e-4,171158/25051/25289/81636/24602/171337/366508/24412/25075/29628/25650/25369/24410/25643/58971/29629/24185/29358/361568/25229/25638/25272/117273/116590/25493/24214/50592/25537/360616/689936/641520/682930/170915/29431/314322/314638/24473/24316/362165/84420/24242/24244/50663/59326/81648/140588/24166/170911/24782/25513/84396/25342/24668/24408/24626/29693/24952/25400/81657/25195/365355/252857/116554/24326/24225/500131/25096/63885/114244/24516/295347/171140/24167/85257/26955/25411/24603/170899/295378/59266/170851/363875/25686/25324/302813/24324/83522/24245/29290/360718/24925/25050/29716/25447/689560,95
rno04727,GABAergic synapse,46/2705,91/8998,3.131126786086435e-5,2.850973336805017e-4,1.6479614663612817e-4,25289/81636/24380/24957/79212/25643/58979/83805/252919/29707/29694/24398/170567/682930/25398/171086/84420/81632/81658/79218/245986/24379/50664/257648/81667/81657/140675/29708/685451/24947/29642/83612/171373/60355/114120/24922/192208/114117/25686/64845/65187/24681/29705/29716/29709/680149,46
rno04810,Regulation of actin cytoskeleton,99/2705,234/8998,3.8164147433018216e-5,3.3858448748267446e-4,1.957135765795806e-4,296456/65172/81531/83709/364786/116723/366508/315744/25267/297518/25482/303342/289820/311450/288669/54227/314641/81822/24505/25114/499076/288057/685269/501831/64363/24185/308995/361568/25229/29348/117273/83805/116590/685004/24205/363509/315655/25537/25317/311144/305679/362298/60663/81521/117542/286928/29431/360820/365396/117558/170582/311061/365865/296710/140607/24525/24629/367072/360854/315348/79429/100911165/170911/24782/81732/25513/24668/25414/303634/287876/679934/365355/25087/360606/25614/313845/24329/315346/100360623/301511/24628/114120/24511/295378/316457/296078/305938/83577/116744/170851/363875/64303/308572/292756/170579/25313/116499/117183/501203,99
rno05217,Basal cell carcinoma,34/2705,62/8998,3.960523997346125e-5,3.425853257704398e-4,1.9802619986730626e-4,83721/287357/315196/64558/100360552/116502/282582/299626/25112/24205/114850/116466/84353/361769/24882/315294/140588/64512/679869/114851/84426/24881/114487/25296/58868/363913/171525/24842/100362121/303251/303181/312451/304729/25273,34
rno04931,Insulin resistance,53/2705,110/8998,4.496779614643848e-5,3.794843284553101e-4,2.1935510315335843e-4,25756/360518/83516/304479/366508/362102/297417/84351/361696/310615/24505/689995/24185/25739/25272/56718/25139/25493/311839/64562/24954/85420/25125/25520/94172/314638/362165/360631/25622/50557/170911/25513/303565/192280/26295/24668/81745/690987/64035/170538/116554/500131/83840/78975/25625/25634/317203/246273/25467/24697/360406/171078/291582,53
rno04150,mTOR signaling pathway,71/2705,158/8998,4.8491049122876536e-5,3.9947388086941145e-4,2.309097577279835e-4,83721/287357/292887/315196/366508/293649/361227/64558/100360552/84351/361696/362171/282582/293561/24505/312781/24855/24185/117596/303605/56718/117273/116590/64226/24954/24482/114850/303206/116466/81504/24882/24525/315294/50557/170911/64512/25513/84426/81745/24881/100362347/310091/310131/313845/298103/114487/83840/58868/60445/363913/140942/78975/25625/308869/100361543/297797/303251/314979/313977/303181/295234/360776/298514/317203/170851/25467/303185/24681/300253/362045/360969,71
rno04350,TGF-beta signaling pathway,47/2705,95/8998,5.204842630196603e-5,4.18808267453029e-4,2.4208570373007458e-4,85272/64507/24790/83711/315648/361696/294503/252833/117273/116590/25196/252835/117281/310681/170915/85435/681433/59328/316742/81735/245921/83837/83727/81507/25261/50594/302822/79558/25495/25296/83840/367100/24373/81516/690516/29263/308739/50554/291023/25587/59107/289264/116651/25671/499929/100360427/140590,47
rno04115,p53 signaling pathway,38/2705,73/8998,6.628146263542264e-5,5.212133198149144e-4,3.012793756155575e-4,360860/114483/64394/24855/680110/299626/83628/25112/140583/361843/24482/362817/140941/363088/24484/300514/50557/317673/64033/287585/114851/58918/362720/64044/300126/24224/315427/362485/25729/24842/100362121/78963/25193/294518/289508/292949/24888/58919,38
rno05225,Hepatocellular carcinoma,78/2705,179/8998,7.675051158351529e-5,5.901261557310287e-4,3.411133848156236e-4,24483/24708/83721/287357/315196/366508/293649/64558/100360552/116502/361696/366980/81822/114483/282582/312781/399489/24451/83833/64363/24185/299626/25112/56718/116590/24205/64352/114850/116466/81504/679845/499689/314612/84353/24882/361388/24525/315294/50557/303518/170911/64512/685179/25513/679869/297437/114851/301020/84426/287876/24881/363002/313845/114487/24329/314436/83840/282546/494499/58868/363913/171525/291105/679110/113927/24842/100362121/288563/303251/50554/303181/85385/312451/170851/25738/24681/24888/58919,78
rno04916,Melanogenesis,48/2705,99/8998,8.316233973290987e-5,6.122163733529109e-4,3.538822967357867e-4,25289/83721/50672/287357/81636/102552838/315196/64558/100360552/25031/25643/282582/24654/116590/81666/114850/170915/116466/314638/362165/84420/84353/24242/24244/50663/24882/24525/315294/64512/679869/84426/50664/24881/25400/60427/114487/58868/64030/363913/25094/171140/303251/303181/312451/170851/25686/24245/24681,48
rno05215,Prostate cancer,48/2705,99/8998,8.316233973290987e-5,6.122163733529109e-4,3.538822967357867e-4,24708/366508/25267/305999/84351/24505/399489/64363/24185/56718/116590/25493/25705/24482/362817/60663/170915/81504/314638/362165/84353/24525/24629/50557/79429/170911/25513/679869/114851/81745/58918/313845/24224/500131/24329/311331/362485/291105/24628/25729/24842/299331/312451/170851/170909/25313/64677/58919,48
