ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0045666,positive regulation of neuron differentiation,83/8652,116/18112,1.6146894899106952e-7,4.961978353413936e-6,3.087080762840277e-6,85272/64186/313575/286895/362825/287986/361921/499211/252833/362249/497198/25159/117273/293546/25705/367838/252835/500562/363067/266729/303836/24174/140610/305719/316742/50557/303439/81732/24596/24335/288152/25296/29456/54276/363212/84046/24370/313929/286901/29458/499497/25509/24225/307740/499593/25099/295475/29410/140933/317247/246216/24705/310738/79114/501231/54226/444985/24511/60446/366214/302983/24916/83618/50594/117029/50938/29499/313539/500048/29373/24498/313264/499929/304729/54295/305066/81730/25510/293897/24175/89823/296500/24472,83
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,152/8652,236/18112,1.649876730857592e-7,5.046636833692644e-6,3.1397507962957587e-6,171158/25051/25289/81636/102552838/25689/50577/170704/25075/25369/29335/50686/293860/80840/25643/24414/365228/170641/310533/689257/59075/171104/65096/25229/25638/56820/363143/81666/260326/29256/450235/24611/313725/309945/25524/289720/24473/24247/24174/24316/84420/25029/24419/29733/25248/60590/24166/24416/81743/171447/25026/63885/309242/84023/24415/293024/25339/24626/307645/291854/81672/81662/24925/313210/24323/252857/25686/116506/50664/303634/24952/364382/58965/24326/24418/79247/170673/116744/29316/308376/298521/25740/114215/299802/24613/24258/313058/362931/291713/24167/301309/29716/25238/24476/54226/25195/25645/25601/292661/85268/171026/293614/24695/317608/65032/302813/64124/24417/24929/84475/117257/114211/289180/29290/306792/25321/81657/366668/24241/60448/308408/24176/83683/24816/24953/365901/29446/363112/57302/25324/245920/81752/25323/266735/58959/83425/365297/252939/304014/24175/64803/84583/66025/64672/286924/29412/25360/25354/66024/282839/25635/502317,152
GO:0051592,response to calcium ion,122/8652,183/18112,1.6989454815180837e-7,5.172780090502295e-6,3.218230465839494e-6,64440/25183/29424/80977/25673/114700/85260/24410/309650/60395/29542/79212/116477/361921/362249/301113/297900/310791/288057/60568/25196/50646/361069/306285/313231/25731/361618/170915/312981/314322/29237/24518/60391/362988/24247/498328/24242/24244/50663/25679/25216/60564/361991/24805/501158/54276/24516/78975/362013/191595/25716/155423/499497/24323/60565/309957/58919/81742/445442/100360880/297516/294961/287876/289144/24413/361400/24408/290527/65198/25383/24329/25617/117514/361714/308909/288371/689560/25404/83731/317675/282819/24170/24837/54260/54226/29155/114246/24791/361969/290834/24873/59103/113995/301118/25665/498972/25120/64476/100362255/301446/690865/266713/114207/116647/192647/361523/24653/24498/310900/367160/63865/308061/691478/83718/25435/79256/64566/288589/361598/313087/25653/24517,122
GO:0030522,intracellular receptor signaling pathway,163/8652,256/18112,1.8395376273496677e-7,5.575149130229016e-6,3.4685632229842844e-6,287422/54278/303350/246047/25242/25682/363026/259241/299210/313575/301513/114700/84584/117107/296083/170917/100362634/305999/294503/291912/24831/117560/29681/311553/65035/497991/246334/300807/362125/171104/64444/64202/24706/361103/117273/83805/309157/25493/297893/293150/252917/24482/65210/29657/84402/312495/25125/170915/690005/29431/140639/289399/25690/25554/25149/246280/361585/315713/266604/303214/365797/60351/316742/60447/298874/114520/685072/79128/25608/260321/65179/100361376/25620/85489/297480/313929/25154/54299/81808/287765/297867/683206/313922/292820/683626/498194/192645/362609/309757/58853/171355/312299/25271/361151/24413/293701/289521/25576/24225/113984/252832/25054/291841/309288/25664/245980/312440/25344/24705/313689/25429/60349/311430/291567/360668/83724/83826/154985/81717/360801/315599/25735/24873/114490/304271/81812/117034/287424/83422/83574/29373/79240/25321/58850/366668/299691/282845/140868/140926/29511/25591/116676/497672/362491/684085/494202/309165/361801/362615/24514/315600/361730/499801/303538/114766/100362554/315769/313790/60577/24472/360737/310877/84478,163
GO:0070085,glycosylation,149/8652,231/18112,1.900392617328503e-7,5.733284941867315e-6,3.5669469697994734e-6,680576/64445/360518/363160/25478/314393/94273/78947/361174/117523/297417/29582/65196/311551/25197/315664/296624/314312/24390/363145/362760/308390/192275/304571/60670/58924/299756/303244/300089/305571/688673/288161/29750/316091/64828/313231/361142/290638/25547/171086/170501/302915/81519/362520/79112/301155/64152/60590/316370/367083/432392/245960/84430/313878/361073/300173/266732/304543/316583/311952/81672/84597/291212/312915/294400/116696/313339/79214/690961/303100/309902/26295/361407/362547/58965/310803/64442/362040/295455/286758/314785/308519/25280/56819/25596/299762/89811/64701/83627/306128/293722/298399/407765/303693/311637/287983/171129/688618/315496/311215/499751/310411/367252/298690/81919/286976/303923/154968/80881/298541/364901/300461/65271/293667/116967/288583/288752/290501/290552/364137/171553/116740/308586/362567/311202/29192/407764/500826/313648/293181/311039/302499/298071/685758/246766/25670/502618/306549/297824/494219/100196907/303652/313233/652927/291325/362465/293129/291958/300668,149
GO:0030516,regulation of axon extension,84/8652,118/18112,1.9661579682767686e-7,5.878011627332403e-6,3.656988266787703e-6,360272/65172/93667/361764/25183/25595/302965/114514/311384/301346/25751/29477/501099/65047/303901/25416/29409/171572/140908/83572/290562/296789/64622/84609/29254/691317/100910729/361324/363067/309376/170915/29431/25529/24882/29751/81732/501069/29456/690853/690516/303823/307940/299799/312213/140590/360921/65050/171355/296787/293042/24225/25661/81830/140933/114523/116671/303181/363142/315996/310738/170845/171119/296558/84005/29465/361244/300231/311860/306790/29744/114029/83527/310641/50687/113912/309280/304271/117029/83765/310630/64566/308666/246262/60465,84
GO:0060079,excitatory postsynaptic potential,84/8652,118/18112,1.9661579682767686e-7,5.878011627332403e-6,3.656988266787703e-6,266734/83721/29219/25456/116470/24412/25297/116638/140447/25369/296374/24410/171131/25505/25103/303926/307206/81721/140908/25049/25590/114115/50646/29480/114850/25101/25521/117542/54239/171571/60391/140448/117096/85275/498922/287110/24397/50557/59312/24596/54240/689172/84685/26955/29386/499497/25041/24408/192247/56768/24225/24718/24407/63997/25238/311191/54226/25601/29495/83810/29659/113995/300967/65024/29290/116647/24176/24261/64574/688705/79146/78957/24923/170945/25302/24411/24553/288665/361722/300160/59301/315422/66024/25723,84
GO:0060541,respiratory system development,186/8652,298/18112,2.1105461893006136e-7,6.2763753708986765e-6,3.904829140283325e-6,294925/24790/24650/29459/64186/25478/64191/25236/25431/114110/315196/25267/363071/29227/501099/287707/313729/81707/294503/81722/25512/287986/25703/24831/312781/25114/311553/25049/29348/313860/289229/116590/171068/24914/302424/362624/315139/29748/679028/25285/24482/309135/25317/246323/170915/25531/116466/114031/24268/299979/361341/117033/311061/84353/310315/24525/24629/287899/81648/140588/311909/60584/502935/116557/314436/94338/685072/360230/360606/25495/363185/25296/498769/308435/29300/58868/304071/314930/313757/25496/84046/297480/25154/299138/29386/308523/299284/298894/362264/140590/25116/64032/500863/300128/367846/117282/84431/24413/245986/24668/81507/293166/114487/114634/24329/499593/25099/310392/307724/311827/689710/314785/306141/24705/353252/29452/304514/316325/79114/54320/688749/494125/25698/361419/317646/308870/171160/305552/29737/24324/24791/312897/24695/360801/266603/303399/302983/360903/295319/500030/81812/305751/25022/308577/295461/83838/29499/287867/161452/363126/500409/24165/25261/81751/288583/312478/170851/24835/29215/302973/689210/304729/29221/116676/25578/170671/305066/24450/246297/114638/687536/362521/64566/29577/299061/140586/24883/316732/29349/360665/299116/81716/54254/25055/360775/24310,186
GO:0007613,memory,116/8652,173/18112,2.1246705106418857e-7,6.2763753708986765e-6,3.904829140283325e-6,24483/25051/266734/64440/102550344/65272/364786/116638/29477/140447/114705/65027/311450/501099/289201/24410/313558/360904/294318/79212/24654/296467/60568/25012/307206/25049/56718/25139/50592/360616/64622/24482/171115/25699/24448/84550/170915/54239/171093/140448/24316/309532/140610/25152/25679/311443/25248/50557/64033/59312/680647/81737/360606/25495/83840/25298/301164/308435/315346/84009/364634/287005/24807/81672/29386/24925/296078/54323/307916/170899/64865/25742/24766/25342/24408/24225/25054/24922/83722/25553/24718/25429/310738/361309/29716/54226/81517/192256/25085/29527/85268/65032/170496/24693/171143/25730/24494/81751/287478/63865/25050/60582/679906/140568/78957/171056/29192/25302/24267/58959/288665/25550/29595/291084/81725/294043,116
GO:1902905,positive regulation of supramolecular fiber organization,124/8652,187/18112,2.127906891299082e-7,6.2763753708986765e-6,3.904829140283325e-6,24708/65172/315121/364206/81531/116667/83709/360593/29477/316369/293860/691418/303021/308864/117028/66026/310695/140898/56718/117273/24205/50646/305310/64226/25537/316521/85420/24771/60324/287418/170915/117542/286928/29431/81504/362918/361517/360820/24473/306941/304282/64183/59326/79121/296935/315348/81732/307482/287931/293677/89808/60445/29456/116554/301511/282843/24807/29386/29397/305332/64303/24323/360950/64032/314169/84426/361087/305675/291852/293410/25744/314814/310131/684811/291171/65261/116744/25252/25404/84510/117183/311191/308870/54226/114764/298006/289992/301737/312279/362700/311860/499702/317371/296654/83497/304816/361167/25464/25610/116677/295342/679934/306618/25261/303653/679875/309175/313838/305066/29192/298168/64563/361597/24553/287527/308666/58823/300955/290637/291245/60465/298975/24472/363875,124
GO:0045765,regulation of angiogenesis,192/8652,309/18112,2.1595742807517015e-7,6.341469899078441e-6,3.94532751641422e-6,313594/680616/24483/24356/24790/300289/24331/29618/302965/366508/308913/25630/24957/29560/294503/307618/83476/304913/24451/502886/94203/25159/64373/25385/301291/64444/361568/25112/499461/289754/89805/296072/50646/300455/25537/171356/296789/25317/304802/361324/25125/361618/114509/114111/315713/360820/365037/361341/360468/502585/362165/25584/84353/361388/29158/59326/29180/24493/60584/170910/24596/117277/25608/498764/89808/192126/25026/29300/292401/315346/83629/498309/100363275/117027/29386/29397/81647/679837/24644/445442/59325/81745/309757/292658/25059/362317/50662/363265/360498/501033/25240/29616/302415/84022/84050/312566/295214/85385/364706/500915/313587/83722/25664/366492/306141/312652/25325/24592/24170/25426/353256/89811/313058/362931/497010/170901/292878/24617/301309/292756/117183/171369/81517/266759/24471/64157/25738/25671/24791/25625/306628/312279/24511/311860/83518/89804/498130/690654/299638/305081/362326/81919/192245/24446/84475/84598/24179/316736/84010/29499/79252/25261/24494/29184/83765/308408/24176/81679/287774/24816/313488/29220/24835/308061/245920/497672/25290/171056/89806/684085/25302/64104/310630/367455/81512/290921/64566/310552/25124/66021/25237/29385/81687/309684/59301/54254/362800/113959/60628/362342/24180/311760,192
GO:0070588,calcium ion transmembrane transport,204/8652,331/18112,2.1987631322658174e-7,6.427976997734626e-6,3.999147662551475e-6,296456/25051/65153/24650/29424/50672/309000/301086/24602/25673/294560/29219/290614/24412/116469/25297/140447/25650/246215/24410/60395/25471/686019/25505/288995/63883/304592/301113/29753/117028/171104/683667/25385/58935/24185/66026/140908/56820/192129/117087/306243/50646/362624/29256/25316/84550/682930/25398/361618/365391/312896/312981/25690/140726/366232/25399/140448/29209/192249/24316/58942/498328/498174/24242/24244/50663/25679/59326/317673/363674/24782/362895/25296/89808/25262/24948/25639/29693/315858/25017/56827/306439/29658/361110/24626/29372/81672/24925/24323/170699/116506/307916/81745/257648/298947/25187/298267/246771/24408/291683/24326/24887/29717/266760/295214/54234/288371/312668/689560/140933/64513/308797/171116/116600/303181/307350/24832/310738/367315/296345/300992/338457/366274/29716/24476/58950/25601/29155/114246/25738/298006/24699/295462/29465/311860/83518/24929/83810/29659/113995/117264/116601/114862/84475/60460/24215/315272/171143/117029/81678/314622/191572/65024/25391/29251/207113/282822/81751/114207/24176/300124/366602/364137/64574/679906/292168/25334/362623/170546/245920/29192/304496/25542/690423/309139/83529/362521/361586/24377/306327/293874/24411/56611/313050/58959/116553/691992/315579/29595/24686/81509/298203/64803/64672/89823/25439/308022/293937/365567/289196/361739/24180/497913/315166,204
GO:2000116,regulation of cysteine-type endopeptidase activity,161/8652,253/18112,2.3007567312774544e-7,6.681219240096327e-6,4.156701605566051e-6,170819/29424/287357/29219/29417/29173/305999/25369/116502/24410/63868/54702/294503/83476/117279/360968/25505/29702/361182/246334/171104/25385/58935/24185/116549/117273/83805/191568/171287/500318/316521/24482/500133/24817/266680/300948/170915/315203/312981/298298/63879/315713/294313/25584/307480/282844/317673/500501/245921/290317/24596/287931/29884/100362347/64547/315151/25298/24404/303968/156117/58834/64032/445442/360721/313339/309757/295922/363265/24716/24408/25240/25406/24887/499593/292804/360481/503018/24577/192154/94195/307428/58946/25664/78963/306417/64513/300193/303181/310738/89783/83502/25238/54226/64044/29527/64371/497811/60371/66028/315732/297376/64314/296654/24888/303372/24446/29568/492821/83618/365057/498704/306722/25391/79240/246097/292949/116643/79245/298784/58918/171390/24498/501560/282845/24835/29441/63865/25420/83584/308061/684545/294520/361241/681429/293625/81752/84600/362491/298576/308896/81917/691998/313050/313128/310552/295357/24514/116558/25124/25550/287454/301034/81687/361567/64625/25439/140593/78971/313017/364388/307366,161
GO:0019233,sensory perception of pain,109/8652,161/18112,2.3056122093869573e-7,6.681219240096327e-6,4.156701605566051e-6,78960/50672/102552838/29701/24412/25297/29335/24410/308690/25468/24414/83513/29358/140908/81526/56718/116590/25590/288151/29256/25706/65030/29571/309135/29254/25398/25521/312896/54239/29237/117096/25248/24493/60590/24166/497770/24782/24416/24596/25298/684516/245956/24457/29718/24807/29597/29386/24925/361749/24323/619558/24338/257648/25187/81574/29392/24408/24326/25240/54234/245980/25325/64513/59073/24613/310738/79114/366274/25238/500446/24476/25601/29527/65032/65199/83810/29659/59103/304966/114862/24693/688699/287424/29290/170921/24241/83765/24176/24835/63887/497979/60582/140868/57302/25290/499561/25542/24267/29595/81509/24175/295279/306549/25439/78956/60628/689043/66024/24310,109
GO:0006865,amino acid transport,113/8652,168/18112,2.365173156381886e-7,6.823886045508786e-6,4.245461354020346e-6,303670/64440/24392/29219/298340/25075/116638/25369/24410/502208/303148/366432/79212/24414/365841/261737/305540/24387/25416/298873/64846/252919/65042/287532/292543/84551/29480/360610/170567/25398/25648/29431/246280/24473/58942/499587/316241/64554/311846/81632/497078/315840/83589/116509/25608/83612/25298/29642/24415/63840/83629/305131/307811/29718/314441/81672/83509/117559/25187/24413/24225/25107/360539/24577/25054/306619/192208/310392/25569/24592/29464/170573/170538/366274/64037/310091/85268/66028/306574/24511/24417/83810/613226/83823/24179/117261/25340/29290/282712/24494/81657/313089/287478/24835/29215/60582/29221/114518/84012/292657/294881/171148/304203/29192/170566/57395/25550/29485/84583/29483/315439/266767/289443,113
GO:0046486,glycerolipid metabolic process,232/8652,383/18112,2.49329257588553e-7,7.162253934293781e-6,4.455975976582606e-6,289733/364206/688862/310155/287115/50560/116723/366508/362702/360753/406165/364380/300046/314641/305482/362696/24654/24831/100361138/289021/140693/140544/287447/83510/311821/296091/29348/361632/25288/290843/313341/287659/307403/689613/25205/64194/171458/64473/170907/29254/85265/291437/363464/499264/24539/306338/312828/305795/94172/316415/361076/305166/114101/310773/690388/25622/365865/288985/691907/140607/64561/679692/79112/500616/24629/60351/288025/362518/286936/309207/362434/362972/50557/314352/170911/363131/25096/361401/59329/291914/114839/29194/365755/309389/313997/313928/24404/81821/29386/246074/113976/362219/309255/81925/317576/291793/170670/680971/309757/303698/117243/298947/25187/364298/679869/499913/296360/361812/25513/303407/25383/245966/84050/360549/498741/309855/365382/499975/296350/25404/81677/54259/298504/29653/114089/171088/316457/313977/681694/308451/316737/282584/305843/170919/303790/59268/29573/295543/54260/313756/64037/54248/94167/29354/298296/366196/25738/353304/89841/364032/368088/24628/497840/25634/116699/363521/691397/25073/308846/305419/307842/296167/362261/81747/25511/296048/114633/65038/29154/54225/296757/60666/362713/29741/361993/84497/688174/362490/29184/116482/65052/24653/287774/79111/288762/310900/114554/302973/140638/287159/688705/140868/25757/282636/311720/79253/309008/681086/302425/298579/361676/308309/252916/85240/678749/305307/252900/287533/57300/314553/192260/361722/361796/100911581/29595/378774/94340/29367/298203/681361/300711/114766/362866/362282/25086/288322/25330/301265/315422/292156/309419/140866,232
GO:0007346,regulation of mitotic cell cycle,277/8652,467/18112,2.6071291528689974e-7,7.456840828140894e-6,4.639252377285685e-6,85272/24483/24708/64470/24650/363227/54395/64022/366468/64186/290359/29618/298032/290997/59319/316228/29417/286895/293649/207122/298594/113955/305999/25177/311743/29542/65045/362513/287986/24654/399489/298765/29753/361182/171572/680110/24185/316794/25660/84019/309591/297176/24205/83572/316012/140583/315655/171150/310352/360764/24954/24482/498003/85420/296583/362817/24918/360610/314480/363067/361013/81758/315713/313564/296084/304530/114906/89817/58942/685579/84353/498328/25622/307446/296750/310806/140610/24629/300105/315294/24493/50557/25612/64033/286993/309035/309451/94338/58936/25296/29619/83840/59329/314949/292401/363448/100361376/304477/290537/24370/311968/361181/286901/81821/29386/303037/316395/81647/24323/25587/312937/58919/289515/59325/309757/680835/360643/305035/287716/312299/298884/498709/287622/360621/290631/315969/114851/308266/691493/500870/501624/83841/498411/680115/79558/500666/289521/300838/24224/292130/78973/24329/302415/362860/100302465/24577/313479/364706/29344/81830/29410/25252/363249/303572/171102/25470/314818/303238/308768/361195/499073/362704/25193/362044/79114/54320/117183/308415/363924/680006/54226/362720/690861/257649/688405/102551085/501688/288734/24628/363425/688802/311860/25735/246772/304947/64314/298643/54230/303372/24183/24842/60460/362524/292263/299957/315978/25022/498959/303792/366854/680111/316237/414065/79252/266713/287603/305073/24494/79245/58964/314640/360849/308624/24835/360908/685781/303348/360748/63865/25313/114104/100361529/681429/497672/293625/308201/64534/54238/366270/308896/291434/100362346/287871/304490/497976/683470/24553/291234/170933/315034/291659/29577/287634/311336/298534/288257/171146/114498/362813/311311/29630/291137/24506/299976/29349/296883/499871/317389/366381/300711/305984/114766/362675/64625/25203/361598/360254/289468/25380/497913/306102/84389/310034/304862/290970/59102/690728,277
GO:0048588,developmental cell growth,179/8652,286/18112,2.708989600188463e-7,7.714782020881541e-6,4.799729758954604e-6,360272/65172/93667/64440/361764/25183/83721/25595/64353/24602/302965/114514/311384/117523/301346/25751/29477/501099/100362634/303113/309650/50686/308690/65047/304913/362249/313155/303901/497198/25416/29409/171572/84394/140908/56718/83572/307403/171287/290562/29480/296789/64622/24482/84609/303206/29254/691317/311144/305679/100910729/361324/25731/363067/309376/170915/29431/89816/25529/84353/24882/29751/81732/298696/305589/685072/24805/311071/501069/29456/81516/293024/690853/690516/297480/303823/26955/307940/29386/24925/299799/296078/25716/302863/24323/64551/312213/140590/450224/360921/65050/307271/309757/366205/117282/171355/297516/313934/24413/299818/296787/293042/307833/25473/24326/24225/50622/25393/79559/25661/81830/140933/114523/308739/116671/303181/299331/363142/315996/310738/362398/170845/171119/497229/688272/54226/24324/296558/305497/84005/29465/361244/24511/300231/311860/306790/29744/114029/299638/83527/310641/50687/113912/309280/304271/291553/24179/116717/114901/117029/300967/25678/361945/83834/83765/25353/116743/25273/691478/298576/246297/366270/310630/24377/64566/314981/140586/308666/363239/314621/84583/66025/246262/54254/361598/29412/83467/60628/60465/292156,179
GO:0042733,embryonic digit morphogenesis,55/8652,71/18112,2.8298476352940997e-7,8.024379110037818e-6,4.992344710107729e-6,24392/293649/314694/311743/312781/296511/81666/297893/367242/114850/288154/299979/84353/25483/140588/361410/25495/25296/64547/64637/25496/85489/353305/298894/315039/81710/81507/307740/24887/50554/84399/363286/688749/305552/287612/83469/309444/94204/353227/298878/293148/308577/29499/362265/312651/304729/287383/366082/310418/683470/64566/310552/311349/691750/84577,55
GO:0006486,protein glycosylation,136/8652,209/18112,3.02062026785331e-7,8.419891062714701e-6,5.238411349987797e-6,680576/64445/360518/363160/25478/314393/94273/78947/361174/117523/297417/29582/65196/311551/25197/315664/296624/314312/24390/363145/362760/308390/192275/304571/60670/58924/299756/303244/300089/305571/688673/288161/29750/316091/313231/361142/290638/25547/171086/170501/302915/81519/362520/301155/64152/316370/367083/432392/245960/84430/313878/361073/300173/266732/304543/316583/311952/84597/291212/312915/294400/116696/313339/79214/303100/309902/26295/362547/58965/310803/64442/362040/295455/286758/314785/308519/25280/56819/25596/299762/89811/64701/83627/293722/407765/303693/311637/287983/171129/688618/315496/311215/499751/367252/298690/81919/286976/303923/154968/80881/298541/364901/300461/65271/293667/116967/288583/288752/290501/290552/364137/116740/308586/362567/311202/29192/407764/500826/313648/293181/311039/302499/685758/246766/25670/306549/297824/494219/100196907/313233/652927/291325/362465/293129/291958/300668,136
GO:0043413,macromolecule glycosylation,136/8652,209/18112,3.02062026785331e-7,8.419891062714701e-6,5.238411349987797e-6,680576/64445/360518/363160/25478/314393/94273/78947/361174/117523/297417/29582/65196/311551/25197/315664/296624/314312/24390/363145/362760/308390/192275/304571/60670/58924/299756/303244/300089/305571/688673/288161/29750/316091/313231/361142/290638/25547/171086/170501/302915/81519/362520/301155/64152/316370/367083/432392/245960/84430/313878/361073/300173/266732/304543/316583/311952/84597/291212/312915/294400/116696/313339/79214/303100/309902/26295/362547/58965/310803/64442/362040/295455/286758/314785/308519/25280/56819/25596/299762/89811/64701/83627/293722/407765/303693/311637/287983/171129/688618/315496/311215/499751/367252/298690/81919/286976/303923/154968/80881/298541/364901/300461/65271/293667/116967/288583/288752/290501/290552/364137/116740/308586/362567/311202/29192/407764/500826/313648/293181/311039/302499/685758/246766/25670/306549/297824/494219/100196907/313233/652927/291325/362465/293129/291958/300668,136
GO:0010595,positive regulation of endothelial cell migration,80/8652,112/18112,3.029985027211247e-7,8.419891062714701e-6,5.238411349987797e-6,24483/24356/24790/300289/114110/85471/366508/29560/24451/25159/64373/24185/64202/361568/361632/50646/25537/171356/24482/114850/81823/25317/24918/171374/114111/365037/361341/498764/25296/292401/100363275/297480/317181/311494/299284/140590/303200/294400/192270/445442/81745/309757/292658/303604/298947/25414/64535/292804/84582/89807/313587/83722/29316/79114/308336/292878/171369/24471/29527/25738/24791/24628/311860/89804/29659/81919/170496/25246/24179/29499/63865/308061/25313/305066/24553/64566/287454/363662/25380/363875,80
GO:0045926,negative regulation of growth,170/8652,270/18112,3.032506152762301e-7,8.419891062714701e-6,5.238411349987797e-6,84686/360272/689593/24708/361764/155696/54395/24392/25682/25595/24602/311622/25236/311384/114700/29417/301346/498440/25177/29560/50686/499108/64468/367074/65047/25703/303901/29409/140908/81526/308589/306007/24205/171287/290562/29480/296789/25285/297597/63995/84609/303206/691317/361324/84402/303836/29431/315713/25529/29645/266604/295691/81825/24882/300514/29411/89843/50557/317673/29751/81732/309035/305589/79128/25495/171493/25296/192126/498423/681740/690853/297480/25614/170820/29386/24925/361745/312670/140590/686779/170899/309757/499088/114851/679869/296787/308266/293042/81710/25744/686117/501033/24224/304298/364952/100302465/50554/288663/25664/29492/24962/29152/25344/114523/308739/25553/116671/304514/303181/363142/302612/315996/59268/690358/25645/361244/300231/25735/306790/361526/360914/245918/29744/266787/310641/114490/113912/24842/309280/304271/24179/116456/117029/58964/83765/24176/306455/25353/63865/25420/303185/298576/54238/294518/310630/24377/683470/290921/64566/310552/295344/24883/25237/304547/81509/299116/360992/314621/84583/246262/362675/29366/365528/83467/312936/362638/113948/84577/116700/24472,170
GO:0061387,regulation of extent of cell growth,93/8652,134/18112,3.033046878955803e-7,8.419891062714701e-6,5.238411349987797e-6,360272/65172/93667/361764/25183/25595/302965/114514/311384/301346/25751/29477/501099/65047/303901/25416/29409/171572/84394/140908/83572/171287/290562/296789/64622/84609/303206/29254/691317/100910729/361324/363067/309376/170915/29431/25529/24882/29751/81732/305589/501069/29456/690853/690516/303823/307940/299799/312213/140590/450224/360921/65050/171355/296787/293042/307833/24225/25661/81830/140933/114523/308739/116671/303181/363142/315996/310738/170845/171119/296558/84005/29465/361244/300231/311860/306790/29744/114029/83527/310641/50687/113912/309280/304271/117029/83765/25353/310630/64566/308666/66025/246262/60465,93
GO:0030514,negative regulation of BMP signaling pathway,46/8652,57/18112,3.0810879541054935e-7,8.517467829612968e-6,5.2991184588337155e-6,680066/266803/300455/363455/310681/84402/114031/363294/360959/65164/25495/170842/58868/83727/367100/315748/81516/313757/25496/690516/114208/365894/29216/83837/24881/679869/80722/25404/25664/501231/500485/361807/311860/500311/24666/289264/298744/50594/414065/64566/310552/293897/315388/296500/362342/84397,46
GO:0003151,outflow tract morphogenesis,63/8652,84/18112,3.183917110587453e-7,8.765058479021374e-6,5.453156279317544e-6,85272/313575/29560/312781/64444/29358/24706/171356/679028/84353/25483/502935/64512/155430/25495/25296/29300/58868/367100/64637/314930/24516/25496/85489/84046/353305/50563/29216/299284/499497/81647/24323/140590/445442/296787/81507/24326/114634/50554/364706/58946/312652/24705/313689/497010/303811/29146/114490/25022/295461/25340/155437/171049/114207/57341/64566/310552/29577/29349/294787/312936/66024/360737,63
GO:0034764,positive regulation of transmembrane transport,166/8652,263/18112,3.2998081718152556e-7,9.046403564806387e-6,5.628194326682059e-6,29424/85428/362461/24602/25236/445541/29219/25751/25297/25650/84351/29335/81722/293860/25471/686019/116477/58971/25505/288995/63883/58961/54348/171104/683667/24185/66026/116465/140908/56820/81649/192129/117087/25288/681056/24214/25327/24954/24482/287715/361618/312981/311171/25399/192249/24316/170582/58942/498328/498174/25622/85497/24242/24244/50663/29272/79246/59326/64152/363674/59312/24782/116509/362895/25296/89808/25017/290537/314824/116501/295347/361110/24925/362453/29712/24323/312670/309957/54323/361833/116506/81745/58853/171355/117243/84006/306811/681024/317420/117018/24326/24887/313633/295214/689560/308797/24718/116600/170538/691246/288689/24832/296345/366274/29716/681190/24476/29155/25548/25738/24511/311860/83518/246153/83497/113995/170496/24183/117264/298575/366473/116601/84475/60460/291553/498284/25676/154968/315272/24179/64476/25467/29251/207113/29141/24176/301010/308113/58963/65144/89786/245920/25290/499561/25390/29192/366270/24377/24553/116553/64045/57395/24506/54231/192107/81509/94340/59323/84020/89823/25439/54296/291245/24180/497913/299341,166
GO:0051897,positive regulation of protein kinase B signaling,87/8652,124/18112,3.405036053092261e-7,9.296311240818417e-6,5.7836736786973815e-6,24483/102552838/85471/366508/289747/308444/362249/300999/29681/171104/58935/361828/25660/56820/56718/83805/289754/500638/296409/24954/25285/24482/29491/24817/500562/60391/29645/25584/366360/170910/691842/170911/24596/25608/361514/89808/260320/314824/25614/24404/29216/312915/116506/445442/298947/679869/288077/24716/310131/314555/24329/89807/294806/306141/25344/25433/24705/89811/299331/83684/79114/497010/24476/315673/298006/289992/24511/89804/29659/497931/361167/25610/171099/59265/83765/24498/24835/25313/171056/291202/25542/24553/499285/24506/64803/299757/294562,87
GO:0001822,kidney development,226/8652,373/18112,3.451825245446004e-7,9.385271356650926e-6,5.839019962515333e-6,85272/360272/315546/24650/50672/311182/306657/313575/25236/364786/85471/315196/25267/363071/298836/25640/117092/305999/84469/64468/311163/302946/117279/311553/94203/79225/155012/24706/289229/301004/117273/24205/89805/300455/171287/171356/113970/25317/24771/362515/287715/500562/84402/312495/289486/24499/116466/25690/311508/85435/362918/116548/114031/313564/306664/84353/498328/85497/59328/24629/25216/140588/60584/502935/116557/25694/192172/360606/25495/25296/64547/60445/83727/367100/100361376/50677/81516/25496/84046/498819/503000/299138/29216/308523/24881/499497/25587/84426/117282/313228/315039/363265/301285/295062/24716/25473/24224/24326/24225/307740/25240/114634/25406/24887/300253/56761/50554/25494/64017/24577/364706/365872/89807/58946/25252/316539/366542/286994/307724/286758/78963/29492/312652/24592/361886/24705/353252/290705/24609/79114/363286/25454/25698/24521/154985/266759/305552/298296/500485/257649/25065/25548/309888/305012/25671/361857/24628/89804/266603/304947/83469/64043/117544/690489/305081/29146/303372/286976/353227/114633/494343/24188/298878/81812/24179/83725/25022/84010/29499/29373/170672/155437/79252/161452/363126/310467/58918/308408/79242/295105/245974/29215/25353/81638/311642/304729/25313/25273/116676/314787/315190/361832/303185/308923/305066/24450/29593/84599/64563/302993/310418/64566/29577/292085/140586/365468/60357/310025/24883/300160/299976/29349/29385/29663/54231/360665/306659/25014/81687/59323/362675/312936/60628/24180/311886/24310,226
